synset,class_index,class_dir,copy_order,source_path,target_path
n07584110,925,class_0925,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0925/000925-class0925.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0925/000925-class0925.png
n07584110,925,class_0925,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0925/001925-class0925.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0925/001925-class0925.png
n07584110,925,class_0925,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0925/002925-class0925.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0925/002925-class0925.png
n07613480,927,class_0927,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0927/000927-class0927.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0927/000927-class0927.png
n07613480,927,class_0927,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0927/001927-class0927.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0927/001927-class0927.png
n07613480,927,class_0927,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0927/002927-class0927.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0927/002927-class0927.png
n07697537,934,class_0934,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0934/000934-class0934.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0934/000934-class0934.png
n07697537,934,class_0934,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0934/001934-class0934.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0934/001934-class0934.png
n07697537,934,class_0934,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0934/002934-class0934.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0934/002934-class0934.png
n07747607,950,class_0950,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0950/000950-class0950.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0950/000950-class0950.png
n07747607,950,class_0950,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0950/001950-class0950.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0950/001950-class0950.png
n07747607,950,class_0950,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0950/002950-class0950.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0950/002950-class0950.png
n09246464,972,class_0972,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0972/000972-class0972.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0972/000972-class0972.png
n09246464,972,class_0972,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0972/001972-class0972.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0972/001972-class0972.png
n09246464,972,class_0972,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0972/002972-class0972.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0972/002972-class0972.png
n09256479,973,class_0973,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0973/000973-class0973.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0973/000973-class0973.png
n09256479,973,class_0973,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0973/001973-class0973.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0973/001973-class0973.png
n09256479,973,class_0973,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0973/002973-class0973.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0973/002973-class0973.png
n13054560,997,class_0997,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0997/000997-class0997.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0997/000997-class0997.png
n13054560,997,class_0997,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0997/001997-class0997.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0997/001997-class0997.png
n13054560,997,class_0997,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0997/002997-class0997.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0997/002997-class0997.png
n13133613,998,class_0998,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0998/000998-class0998.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0998/000998-class0998.png
n13133613,998,class_0998,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0998/001998-class0998.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0998/001998-class0998.png
n13133613,998,class_0998,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0998/002998-class0998.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0998/002998-class0998.png
