#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
61,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),957.0,+222/-313,0.107,56.27,23.8,23.609,28729.74,5.236,✔️,0.0,False,GPU
62,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),946.0,+71/-115,0.0,56.77,55.38,17.681,27.32,0.02,✔️,0.0,False,CPU
63,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),899.0,+146/-154,0.0,58.85,52.07,20.905,92.55,0.897,✔️,0.0,False,CPU
64,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),873.0,+65/-110,0.0,59.88,59.11,18.889,357.02,81.613,✔️,0.0,False,GPU
65,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),869.0,+100/-156,0.0,60.04,58.66,19.921,2.6,0.392,✔️,0.0,False,CPU
66,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),849.0,+237/-346,0.052,60.79,32.59,26.539,323.52,4.929,✔️,0.0,False,GPU
67,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),796.0,+145/-167,0.0,62.63,58.81,23.278,92.55,0.052,✔️,0.0,False,CPU
68,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),692.0,+173/-229,0.0,65.51,54.25,30.333,0.19,0.04,✔️,0.0,False,CPU
69,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),512.0,+122/-371,0.0,68.78,68.52,37.415,193.98,0.173,✔️,0.0,False,CPU
70,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),478.0,+144/-447,0.0,69.21,68.93,37.586,193.98,0.074,✔️,0.0,False,CPU
71,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),308.0,+149/-405,0.0,70.89,70.85,39.978,0.95,0.097,✔️,0.0,False,CPU
