ticker,date,pred_time,direction,confidence,entry,ret_lo,ret_hi,est_high_pct,max_up,min_down,close_ret,dir_hit,graded_hit,midpoint_hit,exp_hit,far_cov,should_buy,pnl,dip_pnl,dip_filled,dip_pct
3IINFOLTD.NS,2026-07-10,12:00,BEARISH,MEDIUM,18.29,-2.4,-0.08,-0.6,6.72,0.0,2.9,0,0,0,0,1,0,,,0,-1.4
3IINFOLTD.NS,2026-07-10,14:00,BEARISH,MEDIUM,18.61,-1.39,-0.05,-0.32,1.13,-0.32,1.13,1,1,0,1,1,0,,,0,-0.81
3IINFOLTD.NS,2026-07-13,09:15,BEARISH,MEDIUM,18.51,-5.83,-0.23,-1.57,2.05,0.0,0.92,0,0,0,0,1,0,,,0,-3.72
3IINFOLTD.NS,2026-07-13,12:00,BEARISH,MEDIUM,18.74,-4.21,-0.17,-1.12,0.64,-0.37,-0.32,1,1,0,0,1,0,,,0,-2.69
3IINFOLTD.NS,2026-07-13,14:00,BEARISH,MEDIUM,18.78,-2.43,-0.1,-0.64,0.16,-0.59,-0.53,1,1,0,0,1,0,,,0,-1.55
3IINFOLTD.NS,2026-07-14,09:15,BULLISH,MEDIUM,18.65,0.1,2.39,0.59,0.97,-2.84,-2.04,1,1,0,1,1,1,-1.54,0.29,1,-0.83
3IINFOLTD.NS,2026-07-14,12:00,BULLISH,MEDIUM,18.39,0.07,1.73,0.44,0.05,-1.47,-0.65,1,0,0,0,1,1,-1.56,0.135,1,-0.6
3IINFOLTD.NS,2026-07-14,14:00,BULLISH,MEDIUM,18.13,0.04,1.0,0.22,1.27,0.0,0.77,1,1,1,1,0,1,-0.079,,0,-0.35
3IINFOLTD.NS,2026-07-15,09:15,BULLISH,MEDIUM,18.26,0.13,3.31,0.99,0.99,-1.26,-0.93,1,1,0,1,1,1,0.686,0.686,1,-0.93
3IINFOLTD.NS,2026-07-15,12:00,BULLISH,MEDIUM,18.06,0.1,2.39,0.72,0.55,-0.17,0.17,1,1,0,0,1,1,-0.134,,0,-0.67
3IINFOLTD.NS,2026-07-15,14:00,BULLISH,MEDIUM,18.11,0.06,1.38,0.44,0.28,-0.44,-0.11,1,1,0,0,1,1,-0.41,0.142,1,-0.39
3IINFOLTD.NS,2026-07-16,09:15,BULLISH,HIGH,18.11,0.13,3.0,0.83,1.55,-0.55,0.5,1,1,0,1,1,1,0.528,,0,-0.61
3IINFOLTD.NS,2026-07-16,12:00,BULLISH,HIGH,18.3,0.09,2.17,0.6,0.16,-1.31,-0.55,1,1,0,0,1,1,-1.56,0.301,1,-0.44
3IINFOLTD.NS,2026-07-16,14:00,BULLISH,HIGH,18.2,0.05,1.25,0.33,0.0,-0.77,0.0,0,0,0,0,1,1,-0.3,-0.049,1,-0.25
3IINFOLTD.NS,2026-07-17,09:15,BULLISH,LOW,18.15,0.06,1.73,0.39,2.15,-0.44,0.88,1,1,1,1,0,1,0.086,,0,-0.91
3IINFOLTD.NS,2026-07-17,12:00,BULLISH,LOW,18.29,0.04,1.25,0.27,0.55,-0.49,0.11,1,1,0,1,1,1,-0.027,,0,-0.65
3IINFOLTD.NS,2026-07-17,14:00,BULLISH,LOW,18.27,0.03,0.72,0.16,0.66,-0.38,0.22,1,1,1,1,1,1,-0.136,-0.136,1,-0.38
3IINFOLTD.NS,2026-07-20,09:15,BEARISH,LOW,18.65,-2.5,-0.07,-0.64,1.55,-1.72,0.54,1,1,1,1,1,0,,,0,-1.49
3IINFOLTD.NS,2026-07-20,12:00,BEARISH,LOW,18.6,-1.8,-0.05,-0.43,1.83,-0.43,0.81,1,1,0,0,1,0,,,0,-1.07
3IINFOLTD.NS,2026-07-20,14:00,BEARISH,LOW,18.8,-1.04,-0.03,-0.27,0.74,-0.32,-0.27,1,1,0,1,1,0,,,0,-0.62
3IINFOLTD.NS,2026-07-21,09:15,BEARISH,MEDIUM,18.86,-3.68,-0.12,-1.01,1.27,-1.75,0.69,1,1,0,1,1,0,,,0,-2.46
3IINFOLTD.NS,2026-07-21,12:00,BEARISH,MEDIUM,18.65,-2.66,-0.09,-0.75,2.41,-0.43,1.82,1,1,0,0,1,0,,,0,-1.78
3MINDIA.NS,2026-04-29,09:15,BULLISH,MEDIUM,33600.0,0.14,2.79,0.77,0.6,-2.62,-1.28,1,1,0,0,1,1,-1.55,-1.55,1,-0.78
3MINDIA.NS,2026-04-29,12:00,BULLISH,MEDIUM,32895.0,0.1,2.01,0.56,1.58,-0.53,0.84,1,1,1,1,1,1,0.258,,0,-0.56
3MINDIA.NS,2026-04-29,14:00,BULLISH,MEDIUM,32730.0,0.06,1.16,0.32,1.57,-0.03,1.34,1,1,1,1,0,1,0.022,,0,-0.33
3MINDIA.NS,2026-04-30,09:15,BULLISH,LOW,33125.0,0.1,3.21,0.81,1.1,-1.07,0.38,1,1,0,1,1,1,0.512,0.512,1,-0.97
3MINDIA.NS,2026-04-30,12:00,BULLISH,LOW,32985.0,0.07,2.32,0.59,1.53,0.0,0.8,1,1,1,1,1,1,0.287,,0,-0.7
3MINDIA.NS,2026-04-30,14:00,BULLISH,LOW,33260.0,0.04,1.34,0.34,0.69,-0.44,-0.03,1,1,1,1,1,1,0.039,0.039,1,-0.4
3MINDIA.NS,2026-05-04,09:15,BEARISH,MEDIUM,33300.0,-2.27,-0.08,-0.65,1.01,-1.37,-0.62,1,1,1,1,1,0,,,0,-1.56
3MINDIA.NS,2026-05-04,12:00,BEARISH,MEDIUM,33220.0,-1.64,-0.06,-0.47,0.08,-1.13,-0.38,1,1,1,1,1,0,,,0,-1.13
3MINDIA.NS,2026-05-04,14:00,BEARISH,MEDIUM,32930.0,-0.95,-0.03,-0.27,0.73,-0.08,0.5,1,1,0,0,1,0,,,0,-0.65
3MINDIA.NS,2026-05-05,09:15,BULLISH,MEDIUM,32915.0,0.08,2.54,0.53,0.56,-1.63,-1.41,1,1,0,1,1,1,-1.51,-1.048,1,-0.67
3MINDIA.NS,2026-05-05,12:00,BULLISH,MEDIUM,32405.0,0.06,1.84,0.38,0.71,-0.08,0.14,1,1,0,1,1,1,0.081,,0,-0.49
3MINDIA.NS,2026-05-05,14:00,BULLISH,MEDIUM,32465.0,0.03,1.06,0.22,0.03,-0.26,-0.05,1,1,0,0,1,1,-0.346,,0,-0.28
3MINDIA.NS,2026-05-06,09:15,BULLISH,MEDIUM,32505.0,0.11,3.48,0.85,0.66,-1.55,0.17,1,1,0,0,1,1,-1.52,0.549,1,-0.74
3MINDIA.NS,2026-05-06,12:00,BULLISH,MEDIUM,32095.0,0.08,2.51,0.61,1.57,-0.09,1.45,1,1,1,1,1,1,0.313,,0,-0.53
3MINDIA.NS,2026-05-06,14:00,BULLISH,MEDIUM,32445.0,0.05,1.45,0.35,0.48,-0.4,0.35,1,1,0,1,1,1,0.054,0.054,1,-0.31
3MINDIA.NS,2026-05-07,09:15,BEARISH,LOW,32525.0,-2.11,-0.06,-0.54,1.34,-0.25,0.4,1,1,0,0,1,0,,,0,-1.28
3MINDIA.NS,2026-05-07,12:00,BEARISH,LOW,32655.0,-1.52,-0.05,-0.39,0.93,-0.4,0.0,1,1,0,1,1,0,,,0,-0.92
3MINDIA.NS,2026-05-07,14:00,BEARISH,LOW,32725.0,-0.88,-0.03,-0.22,0.34,-0.53,-0.21,1,1,1,1,1,0,,,0,-0.53
3MINDIA.NS,2026-05-08,09:15,BEARISH,LOW,32695.0,-1.41,-0.06,-0.43,0.0,-2.11,-2.1,1,1,1,1,0,0,,,0,-1.02
3MINDIA.NS,2026-05-08,12:00,BEARISH,LOW,32285.0,-1.02,-0.04,-0.31,0.0,-0.87,-0.85,1,1,1,1,1,0,,,0,-0.74
3MINDIA.NS,2026-05-08,14:00,BEARISH,LOW,32090.0,-0.59,-0.03,-0.18,0.19,-0.26,-0.25,1,1,0,1,1,0,,,0,-0.43
3MINDIA.NS,2026-05-11,09:15,BULLISH,HIGH,32035.0,0.13,3.31,0.85,0.52,-2.14,-1.05,1,1,0,0,1,1,-1.45,-1.45,1,-0.74
3MINDIA.NS,2026-05-11,12:00,BULLISH,HIGH,31975.0,0.09,2.39,0.62,0.7,-1.02,-0.86,1,1,0,1,1,1,0.317,0.317,1,-0.53
3MINDIA.NS,2026-05-11,14:00,BULLISH,HIGH,32075.0,0.05,1.38,0.36,0.0,-1.33,-1.17,0,0,0,0,1,1,-1.45,-1.162,1,-0.31
3MINDIA.NS,2026-05-12,09:15,BULLISH,MEDIUM,31525.0,0.16,3.3,0.93,0.56,-1.79,-1.62,1,1,0,0,1,1,-1.46,-1.224,1,-0.7
3MINDIA.NS,2026-05-12,12:00,BULLISH,MEDIUM,31480.0,0.12,2.39,0.67,0.16,-1.65,-1.48,1,1,0,0,1,1,-1.46,-1.282,1,-0.5
3MINDIA.NS,2026-05-12,14:00,BULLISH,MEDIUM,31180.0,0.07,1.38,0.39,0.02,-0.71,-0.53,1,0,0,0,1,1,-0.829,-0.54,1,-0.29
3MINDIA.NS,2026-05-13,09:15,BULLISH,HIGH,31030.0,0.15,3.22,0.89,2.9,-0.16,0.02,1,1,1,1,1,1,0.586,,0,-0.58
3MINDIA.NS,2026-05-13,12:00,BULLISH,HIGH,31190.0,0.11,2.32,0.64,0.43,-0.61,-0.5,1,1,0,0,1,1,-0.797,-0.377,1,-0.42
3MINDIA.NS,2026-05-13,14:00,BULLISH,HIGH,31175.0,0.06,1.34,0.37,0.48,-0.56,-0.45,1,1,0,1,1,1,0.07,-0.51,1,-0.24
3MINDIA.NS,2026-05-14,09:15,NEUTRAL,LOW,31225.0,-0.5,0.5,0.0,0.43,-1.2,0.06,1,1,1,1,1,0,,,0,-0.87
3MINDIA.NS,2026-05-14,12:00,NEUTRAL,LOW,31180.0,-0.5,0.5,0.0,0.37,-0.13,0.21,1,1,1,1,1,0,,,0,-0.63
3MINDIA.NS,2026-05-14,14:00,NEUTRAL,LOW,31215.0,-0.5,0.5,0.0,0.26,-0.19,0.1,1,1,1,1,1,0,,,0,-0.36
3MINDIA.NS,2026-05-15,09:15,NEUTRAL,LOW,31415.0,-0.5,0.5,0.0,0.57,-0.94,-0.43,1,1,1,1,1,0,,,0,-0.92
3MINDIA.NS,2026-05-15,12:00,NEUTRAL,LOW,31350.0,-0.5,0.5,0.0,0.1,-0.64,-0.22,1,1,1,1,1,0,,,0,-0.66
3MINDIA.NS,2026-05-15,14:00,NEUTRAL,LOW,31300.0,-0.5,0.5,0.0,0.19,-0.27,-0.06,1,1,1,1,1,0,,,0,-0.38
3MINDIA.NS,2026-05-18,09:15,NEUTRAL,LOW,31090.0,-0.5,0.5,0.0,2.27,-2.61,2.01,0,1,1,0,1,0,,,0,-0.93
3MINDIA.NS,2026-05-18,12:00,NEUTRAL,LOW,31165.0,-0.5,0.5,0.0,2.02,0.0,1.76,0,1,1,0,1,0,,,0,-0.67
3MINDIA.NS,2026-05-18,14:00,NEUTRAL,LOW,31410.0,-0.5,0.5,0.0,1.23,-0.06,0.97,0,1,1,0,1,0,,,0,-0.39
3MINDIA.NS,2026-05-19,09:15,BEARISH,HIGH,31600.0,-4.51,-0.43,-1.53,2.14,0.0,0.78,0,0,0,0,1,0,,,0,-3.64
3MINDIA.NS,2026-05-19,12:00,BEARISH,HIGH,31925.0,-3.26,-0.31,-1.1,0.23,-0.86,-0.25,1,1,0,0,1,0,,,0,-2.63
3MINDIA.NS,2026-05-19,14:00,BEARISH,HIGH,31815.0,-1.88,-0.18,-0.64,0.39,-0.52,0.09,1,1,0,0,1,0,,,0,-1.52
3MINDIA.NS,2026-05-20,09:15,BEARISH,LOW,31620.0,-2.37,-0.08,-0.62,0.16,-1.55,-1.49,1,1,1,1,1,0,,,0,-1.49
3MINDIA.NS,2026-05-20,12:00,BEARISH,LOW,31290.0,-1.71,-0.06,-0.45,0.02,-0.51,-0.45,1,1,0,1,1,0,,,0,-1.07
3MINDIA.NS,2026-05-20,14:00,BEARISH,LOW,31170.0,-0.99,-0.03,-0.26,0.27,-0.06,-0.06,1,1,0,0,1,0,,,0,-0.62
3MINDIA.NS,2026-05-21,09:15,BULLISH,HIGH,31420.0,0.12,3.04,0.78,3.61,-1.97,2.16,1,1,1,1,0,1,-1.44,-1.44,1,-0.6
3MINDIA.NS,2026-05-21,12:00,BULLISH,HIGH,30925.0,0.09,2.2,0.57,5.27,-0.24,3.8,1,1,1,1,0,1,0.265,,0,-0.43
3MINDIA.NS,2026-05-21,14:00,BULLISH,HIGH,31780.0,0.05,1.27,0.33,2.44,-0.52,1.01,1,1,1,1,0,1,0.026,0.026,1,-0.25
3MINDIA.NS,2026-05-22,09:15,BEARISH,MEDIUM,32700.0,-4.5,-0.13,-1.22,4.74,-0.92,1.27,1,1,0,0,1,0,,,0,-2.91
3MINDIA.NS,2026-05-22,12:00,BEARISH,MEDIUM,32825.0,-3.25,-0.1,-0.88,4.34,-1.29,0.88,1,1,0,1,1,0,,,0,-2.1
3MINDIA.NS,2026-05-22,14:00,BEARISH,MEDIUM,32845.0,-1.88,-0.06,-0.51,4.28,-1.35,0.82,1,1,1,1,1,0,,,0,-1.21
3MINDIA.NS,2026-05-25,09:15,BEARISH,LOW,33785.0,-5.85,-0.14,-1.66,1.52,-1.61,-0.44,1,1,0,0,1,0,,,0,-3.96
3MINDIA.NS,2026-05-25,12:00,BEARISH,LOW,33765.0,-4.22,-0.1,-1.2,0.13,-0.8,-0.39,1,1,0,0,1,0,,,0,-2.86
3MINDIA.NS,2026-05-25,14:00,BEARISH,LOW,33650.0,-2.44,-0.06,-0.69,0.13,-0.46,-0.04,1,1,0,0,1,0,,,0,-1.65
3MINDIA.NS,2026-05-26,09:15,BEARISH,LOW,34060.0,-4.22,-0.11,-0.87,0.0,-2.82,-2.76,1,1,1,1,1,0,,,0,-2.08
3MINDIA.NS,2026-05-26,12:00,BEARISH,LOW,33340.0,-3.05,-0.08,-0.63,0.54,-0.72,-0.66,1,1,0,1,1,0,,,0,-1.5
3MINDIA.NS,2026-05-26,14:00,BEARISH,LOW,33200.0,-1.76,-0.05,-0.36,0.24,-0.3,-0.24,1,1,0,0,1,0,,,0,-0.87
3MINDIA.NS,2026-05-27,09:15,BULLISH,HIGH,33435.0,0.19,3.86,1.23,0.49,-0.7,-0.48,1,1,0,0,1,1,-0.779,,0,-0.77
3MINDIA.NS,2026-05-27,12:00,BULLISH,HIGH,33310.0,0.14,2.79,0.89,0.39,-0.33,-0.11,1,1,0,0,1,1,-0.405,,0,-0.56
3MINDIA.NS,2026-05-27,14:00,BULLISH,HIGH,33330.0,0.08,1.61,0.51,0.32,-0.17,-0.17,1,1,0,0,1,1,-0.465,,0,-0.32
3MINDIA.NS,2026-05-29,09:15,NEUTRAL,HIGH,33345.0,-0.5,0.5,0.0,0.39,-1.63,-1.59,0,1,1,0,1,0,,,0,-0.01
3MINDIA.NS,2026-05-29,12:00,NEUTRAL,HIGH,33010.0,-0.5,0.5,0.0,0.35,-0.64,-0.59,1,1,1,1,1,0,,,0,-0.01
3MINDIA.NS,2026-05-29,14:00,NEUTRAL,HIGH,32900.0,-0.5,0.5,0.0,0.68,-0.3,-0.26,1,1,1,1,1,0,,,0,-0.01
3MINDIA.NS,2026-06-01,09:15,BULLISH,HIGH,33090.0,0.15,4.5,1.18,0.32,-2.04,-1.75,1,1,0,0,1,1,-1.49,-1.49,1,-0.8
3MINDIA.NS,2026-06-01,12:00,BULLISH,HIGH,32570.0,0.11,3.25,0.85,0.69,-0.48,-0.18,1,1,0,0,1,1,-0.484,,0,-0.58
3MINDIA.NS,2026-06-01,14:00,BULLISH,HIGH,32515.0,0.06,1.88,0.49,0.86,-0.31,-0.02,1,1,0,1,1,1,0.193,,0,-0.33
3MINDIA.NS,2026-06-02,09:15,BULLISH,HIGH,32400.0,0.12,3.11,0.83,1.39,0.0,0.76,1,1,0,1,1,1,0.525,,0,-0.75
3MINDIA.NS,2026-06-02,12:00,BULLISH,HIGH,32620.0,0.09,2.25,0.6,0.55,-0.06,0.08,1,1,0,0,1,1,-0.223,,0,-0.54
3MINDIA.NS,2026-06-02,14:00,BULLISH,HIGH,32740.0,0.05,1.3,0.34,0.0,-0.43,-0.29,0,0,0,0,1,1,-0.59,-0.28,1,-0.31
3MINDIA.NS,2026-06-03,09:15,NEUTRAL,LOW,32520.0,-0.5,0.5,0.0,0.55,-0.95,-0.06,1,1,1,1,1,0,,,0,-0.93
3MINDIA.NS,2026-06-03,12:00,NEUTRAL,LOW,32240.0,-0.5,0.5,0.0,0.93,-0.06,0.81,1,1,1,1,1,0,,,0,-0.67
3MINDIA.NS,2026-06-03,14:00,NEUTRAL,LOW,32340.0,-0.5,0.5,0.0,0.62,-0.17,0.49,1,1,1,1,1,0,,,0,-0.39
3MINDIA.NS,2026-06-04,09:15,BULLISH,MEDIUM,32605.0,0.1,2.42,0.67,0.61,-1.18,-1.18,1,1,0,0,1,1,-1.39,-0.884,1,-0.6
3MINDIA.NS,2026-06-04,12:00,BULLISH,MEDIUM,32500.0,0.08,1.75,0.49,0.14,-0.86,-0.86,1,1,0,0,1,1,-1.162,-0.733,1,-0.43
3MINDIA.NS,2026-06-04,14:00,BULLISH,MEDIUM,32365.0,0.04,1.01,0.28,0.19,-0.45,-0.45,1,1,0,0,1,1,-0.748,-0.019,1,-0.25
3MINDIA.NS,2026-06-05,09:15,BULLISH,MEDIUM,32495.0,0.12,2.52,0.77,0.0,-2.08,-1.57,0,0,0,0,1,1,-1.39,-1.39,1,-0.64
3MINDIA.NS,2026-06-05,12:00,BULLISH,MEDIUM,32205.0,0.09,1.82,0.55,0.03,-1.2,-0.68,1,0,0,0,1,1,-1.39,-0.524,1,-0.46
3MINDIA.NS,2026-06-05,14:00,BULLISH,MEDIUM,31915.0,0.05,1.05,0.32,0.53,-0.14,0.22,1,1,0,1,1,1,0.02,,0,-0.26
3MINDIA.NS,2026-06-08,09:15,BULLISH,MEDIUM,31690.0,0.11,2.53,0.77,0.88,-0.58,-0.41,1,1,0,1,1,1,0.472,-0.139,1,-0.57
3MINDIA.NS,2026-06-08,12:00,BULLISH,MEDIUM,31695.0,0.08,1.83,0.56,0.65,-0.6,-0.43,1,1,0,1,1,1,0.257,-0.316,1,-0.41
3MINDIA.NS,2026-06-08,14:00,BULLISH,MEDIUM,31710.0,0.05,1.06,0.32,0.22,-0.65,-0.47,1,1,0,0,1,1,-0.773,0.022,1,-0.24
3MINDIA.NS,2026-06-09,09:15,BULLISH,MEDIUM,31925.0,0.11,2.69,0.79,0.53,-0.92,-0.42,1,1,0,0,1,1,-0.723,0.493,1,-0.53
3MINDIA.NS,2026-06-09,12:00,BULLISH,MEDIUM,31700.0,0.08,1.95,0.57,0.6,-0.19,0.28,1,1,0,1,1,1,0.273,,0,-0.38
3MINDIA.NS,2026-06-09,14:00,BULLISH,MEDIUM,31700.0,0.05,1.12,0.33,0.38,-0.19,0.28,1,1,0,1,1,1,0.031,,0,-0.22
3MINDIA.NS,2026-06-10,09:15,NEUTRAL,LOW,31850.0,-0.5,0.5,0.0,0.44,-1.0,-0.8,1,1,1,1,1,0,,,0,-1.0
3MINDIA.NS,2026-06-10,12:00,NEUTRAL,LOW,31970.0,-0.5,0.5,0.0,0.0,-1.38,-1.17,0,1,1,0,1,0,,,0,-0.72
3MINDIA.NS,2026-06-10,14:00,NEUTRAL,LOW,31645.0,-0.5,0.5,0.0,0.21,-0.36,-0.16,1,1,1,1,1,0,,,0,-0.42
3MINDIA.NS,2026-06-11,09:15,BULLISH,MEDIUM,31770.0,0.09,2.38,0.63,0.6,-1.94,-1.84,1,1,0,0,1,1,-1.31,0.333,1,-0.41
3MINDIA.NS,2026-06-11,12:00,BULLISH,MEDIUM,31510.0,0.07,1.72,0.46,0.08,-1.13,-1.03,1,1,0,0,1,1,-1.31,-1.044,1,-0.29
3MINDIA.NS,2026-06-11,14:00,BULLISH,MEDIUM,31290.0,0.04,0.99,0.26,0.16,-0.43,-0.34,1,1,0,0,1,1,-0.636,-0.036,1,-0.17
3MINDIA.NS,2026-06-12,09:15,BULLISH,MEDIUM,31550.0,0.14,2.83,0.89,0.46,-0.94,-0.11,1,1,0,0,1,1,-0.411,0.587,1,-0.47
3MINDIA.NS,2026-06-12,12:00,BULLISH,MEDIUM,31445.0,0.1,2.05,0.64,0.45,-0.6,0.22,1,1,0,0,1,1,-0.077,0.34,1,-0.34
3MINDIA.NS,2026-06-12,14:00,BULLISH,MEDIUM,31375.0,0.06,1.18,0.37,0.67,0.0,0.45,1,1,1,1,1,1,0.07,,0,-0.2
3MINDIA.NS,2026-06-15,09:15,NEUTRAL,LOW,31750.0,-0.5,0.5,0.0,1.4,-0.52,-0.52,1,1,1,1,1,0,,,0,-1.0
3MINDIA.NS,2026-06-15,12:00,NEUTRAL,LOW,31825.0,-0.5,0.5,0.0,0.08,-0.75,-0.75,1,1,1,1,1,0,,,0,-0.72
3MINDIA.NS,2026-06-15,14:00,NEUTRAL,LOW,31750.0,-0.5,0.5,0.0,0.19,-0.52,-0.52,1,1,1,1,1,0,,,0,-0.42
3MINDIA.NS,2026-06-16,09:15,NEUTRAL,LOW,31690.0,-0.5,0.5,0.0,2.92,-0.8,1.83,0,1,1,0,1,0,,,0,-1.0
3MINDIA.NS,2026-06-16,12:00,NEUTRAL,LOW,32270.0,-0.5,0.5,0.0,0.54,-0.34,0.0,1,1,1,1,1,0,,,0,-0.72
3MINDIA.NS,2026-06-16,14:00,NEUTRAL,LOW,32325.0,-0.5,0.5,0.0,0.36,-0.39,-0.17,1,1,1,1,1,0,,,0,-0.42
3MINDIA.NS,2026-06-17,09:15,BEARISH,MEDIUM,32445.0,-2.92,-0.09,-0.76,2.31,-0.09,2.27,1,1,0,0,1,0,,,0,-1.81
3MINDIA.NS,2026-06-17,12:00,BEARISH,MEDIUM,32705.0,-2.11,-0.06,-0.55,1.5,-0.24,1.45,1,1,0,0,1,0,,,0,-1.31
3MINDIA.NS,2026-06-17,14:00,BEARISH,MEDIUM,32895.0,-1.22,-0.04,-0.32,0.91,-0.06,0.87,1,1,0,0,1,0,,,0,-0.76
3MINDIA.NS,2026-06-18,09:15,BEARISH,MEDIUM,33055.0,-2.25,-0.07,-0.63,1.06,-0.73,0.56,1,1,0,1,1,0,,,0,-1.51
3MINDIA.NS,2026-06-18,12:00,BEARISH,MEDIUM,33205.0,-1.63,-0.05,-0.46,0.6,-0.29,0.11,1,1,0,0,1,0,,,0,-1.09
3MINDIA.NS,2026-06-18,14:00,BEARISH,MEDIUM,33355.0,-0.94,-0.03,-0.26,0.09,-0.73,-0.34,1,1,1,1,1,0,,,0,-0.63
3MINDIA.NS,2026-06-19,09:15,BEARISH,MEDIUM,33250.0,-1.89,-0.07,-0.54,0.24,-1.34,-0.27,1,1,1,1,1,0,,,0,-1.28
3MINDIA.NS,2026-06-19,12:00,BEARISH,MEDIUM,33020.0,-1.36,-0.05,-0.39,0.94,-0.65,0.42,1,1,0,1,1,0,,,0,-0.93
3MINDIA.NS,2026-06-19,14:00,BEARISH,MEDIUM,32930.0,-0.79,-0.03,-0.22,1.21,-0.38,0.7,1,1,0,1,1,0,,,0,-0.54
3MINDIA.NS,2026-06-22,09:15,BULLISH,LOW,33350.0,0.05,1.7,0.43,0.31,-0.57,-0.3,1,1,0,0,1,1,-0.6,,0,-1.07
3MINDIA.NS,2026-06-22,12:00,BULLISH,LOW,33330.0,0.04,1.23,0.31,0.21,-0.33,-0.24,1,1,0,0,1,1,-0.54,,0,-0.77
3MINDIA.NS,2026-06-22,14:00,BULLISH,LOW,33260.0,0.02,0.71,0.18,0.42,-0.09,-0.03,1,1,1,1,1,1,-0.123,,0,-0.45
3MINDIA.NS,2026-06-23,09:15,BEARISH,MEDIUM,33300.0,-2.07,-0.09,-0.64,2.99,-0.29,1.55,1,1,0,0,1,0,,,0,-1.51
3MINDIA.NS,2026-06-23,12:00,BEARISH,MEDIUM,33640.0,-1.5,-0.07,-0.46,0.79,-0.73,0.52,1,1,0,1,1,0,,,0,-1.09
3MINDIA.NS,2026-06-23,14:00,BEARISH,MEDIUM,33710.0,-0.86,-0.04,-0.26,0.47,0.0,0.31,0,0,0,0,1,0,,,0,-0.63
3MINDIA.NS,2026-06-24,09:15,BEARISH,MEDIUM,33555.0,-3.96,-0.12,-1.0,0.37,-0.73,-0.03,1,1,0,0,1,0,,,0,-2.38
3MINDIA.NS,2026-06-24,12:00,BEARISH,MEDIUM,33460.0,-2.86,-0.09,-0.72,0.66,-0.45,0.25,1,1,0,0,1,0,,,0,-1.72
3MINDIA.NS,2026-06-24,14:00,BEARISH,MEDIUM,33410.0,-1.65,-0.05,-0.42,0.81,-0.19,0.4,1,1,0,0,1,0,,,0,-0.99
3MINDIA.NS,2026-06-25,09:15,BULLISH,LOW,33540.0,0.07,1.57,0.38,0.72,-0.67,-0.57,1,1,0,1,1,1,0.083,0.083,1,-0.56
3MINDIA.NS,2026-06-25,12:00,BULLISH,LOW,33480.0,0.05,1.13,0.28,0.54,-0.49,-0.39,1,1,0,1,1,1,-0.023,-0.023,1,-0.41
3MINDIA.NS,2026-06-25,14:00,BULLISH,LOW,33460.0,0.03,0.65,0.16,0.12,-0.43,-0.33,1,1,0,0,1,1,-0.629,-0.14,1,-0.23
3MINDIA.NS,2026-06-29,09:15,NEUTRAL,HIGH,33155.0,-0.5,0.5,0.0,3.06,-2.44,-2.11,0,1,1,0,1,0,,,0,-0.17
3MINDIA.NS,2026-06-29,12:00,NEUTRAL,HIGH,33300.0,-0.5,0.5,0.0,0.11,-2.87,-2.54,0,1,1,0,1,0,,,0,-0.12
3MINDIA.NS,2026-06-29,14:00,NEUTRAL,HIGH,32805.0,-0.5,0.5,0.0,0.88,-1.4,-1.07,0,1,1,0,1,0,,,0,-0.07
3MINDIA.NS,2026-06-30,09:15,BULLISH,HIGH,33100.0,0.13,5.03,1.09,3.11,-0.76,-0.66,1,1,1,1,1,1,0.795,-0.385,1,-0.58
3MINDIA.NS,2026-06-30,12:00,BULLISH,HIGH,33340.0,0.1,3.63,0.79,0.15,-1.47,-1.38,1,1,0,0,1,1,-1.68,-1.264,1,-0.42
3MINDIA.NS,2026-06-30,14:00,BULLISH,HIGH,33145.0,0.06,2.1,0.46,0.17,-0.89,-0.8,1,1,0,0,1,1,-1.1,-0.861,1,-0.24
3MINDIA.NS,2026-07-01,09:15,BEARISH,LOW,33100.0,-3.51,-0.07,-0.7,1.8,-0.18,0.92,1,1,0,0,1,0,,,0,-1.67
3MINDIA.NS,2026-07-01,12:00,BEARISH,LOW,33245.0,-2.53,-0.05,-0.51,0.71,-0.06,0.48,1,1,0,0,1,0,,,0,-1.2
3MINDIA.NS,2026-07-01,14:00,BEARISH,LOW,33360.0,-1.46,-0.03,-0.29,0.36,-0.15,0.13,1,1,0,0,1,0,,,0,-0.7
3MINDIA.NS,2026-07-02,09:15,BEARISH,MEDIUM,33500.0,-2.72,-0.08,-0.71,1.24,-0.39,1.09,1,1,0,0,1,0,,,0,-1.68
3MINDIA.NS,2026-07-02,12:00,BEARISH,MEDIUM,33530.0,-1.96,-0.06,-0.51,1.15,-0.04,1.0,1,0,0,0,1,0,,,0,-1.22
3MINDIA.NS,2026-07-02,14:00,BEARISH,MEDIUM,33730.0,-1.13,-0.03,-0.3,0.5,-0.03,0.4,1,0,0,0,1,0,,,0,-0.7
3MINDIA.NS,2026-07-03,09:15,BEARISH,MEDIUM,34100.0,-2.06,-0.07,-0.58,3.5,-0.88,3.31,1,1,0,1,1,0,,,0,-1.38
3MINDIA.NS,2026-07-03,12:00,BEARISH,MEDIUM,34635.0,-1.49,-0.05,-0.42,1.91,-0.59,1.72,1,1,0,1,1,0,,,0,-0.99
