date,ticker,exp_up_q50,confidence,ret_1d_net,ret_3d_net,ret_5d_net
2023-10-11,MWL.NS,4.5,LOW,3.494,7.695,8.101
2023-10-11,ETERNAL.NS,3.68,LOW,0.48,1.994,3.553
2023-10-13,SUPRIYA.NS,5.09,MEDIUM,-1.137,-1.015,0.476
2023-10-13,INTLCONV.NS,4.95,LOW,-0.102,2.802,4.65
2023-10-13,MAPMYINDIA.NS,4.4,LOW,-0.623,-1.27,-2.498
2023-10-13,PRITIKAUTO.NS,4.07,MEDIUM,4.675,13.879,8.406
2023-10-19,AXITA.NS,6.3,MEDIUM,-2.86,-7.638,-5.761
2023-10-23,GOKUL.NS,10.12,MEDIUM,4.656,10.633,9.029
2023-10-23,IOB.NS,9.99,MEDIUM,4.411,10.467,5.487
2023-10-23,MBLINFRA.NS,9.67,MEDIUM,-1.706,-1.081,8.919
2023-10-23,MAHABANK.NS,9.37,MEDIUM,2.55,4.781,3.17
2023-10-23,LANDSMILL.NS,9.25,MEDIUM,-11.411,-22.522,-22.522
2023-10-26,GMRP&UI.NS,7.02,MEDIUM,4.594,0.516,4.431
2023-10-26,TARSONS.NS,6.24,MEDIUM,3.987,4.714,4.233
2023-10-26,DATAPATTNS.NS,5.4,LOW,4.599,1.457,1.111
2023-10-26,PASUPTAC.NS,4.88,LOW,0.476,-3.922,-4.052
2023-10-26,DCMSRIND.NS,4.86,LOW,1.728,1.444,0.065
2023-10-30,JSLL.NS,8.55,MEDIUM,7.504,5.279,-3.691
2023-10-30,NPST.NS,7.34,MEDIUM,2.328,-3.927,1.534
2023-11-01,PRUDENT.NS,6.52,MEDIUM,-1.068,-2.351,4.998
2023-11-01,TIPSFILMS.NS,5.63,MEDIUM,3.939,7.311,16.586
2023-11-01,ACI.NS,4.64,LOW,-4.392,-4.729,-4.847
2023-11-01,ASIANENE.NS,4.43,LOW,2.381,8.306,4.525
2023-11-01,MANORAMA.NS,3.78,LOW,0.129,-2.805,-0.818
2023-11-03,IONEXCHANG.NS,4.92,LOW,0.296,5.975,4.735
2023-11-03,KRISHIVAL.NS,3.44,LOW,-0.3,-5.3,-9.748
2023-11-07,ASIANHOTNR.NS,9.95,MEDIUM,4.683,-5.189,-2.26
2023-11-07,APOLLO.NS,9.56,MEDIUM,3.18,2.652,17.233
2023-11-07,MBLINFRA.NS,8.99,MEDIUM,4.649,15.223,4.199
2023-11-07,ABINFRA.NS,8.7,MEDIUM,-4.243,-0.199,1.823
2023-11-07,A2ZINFRA.NS,8.58,MEDIUM,-4.887,-2.594,4.746
2023-11-09,ACUTAAS.NS,3.04,LOW,-3.199,-3.136,-1.824
2023-11-09,DATAPATTNS.NS,2.82,LOW,-3.005,-1.749,-3.26
2023-11-13,DYCL.NS,7.35,MEDIUM,4.688,8.393,4.034
2023-11-22,UNITECH.NS,12.31,MEDIUM,4.144,13.033,24.144
2023-11-22,MADHUCON.NS,11.54,MEDIUM,4.298,-5.472,-6.047
2023-11-22,ANTGRAPHIC.NS,10.8,MEDIUM,4.963,15.489,26.016
2023-11-22,GAYAHWS.NS,10.4,MEDIUM,-4.146,-7.992,-7.992
2023-11-22,KEEPLEARN.NS,10.07,MEDIUM,4.602,2.641,12.445
2023-11-24,RATEGAIN.NS,4.17,LOW,-1.353,-0.33,-1.838
2023-11-24,ETERNAL.NS,3.25,LOW,0.186,4.38,3.364
2023-11-29,JSLL.NS,4.78,LOW,2.52,0.648,-4.307
2023-11-29,KPIGREEN.NS,4.4,LOW,-2.198,0.477,-1.608
2023-12-01,ASIANENE.NS,7.87,LOW,4.693,14.542,18.917
2023-12-01,TRACXN.NS,4.34,LOW,-2.179,1.635,3.127
2023-12-01,GATEWAY.NS,4.18,LOW,-1.18,0.58,-0.398
2023-12-01,PRUDENT.NS,4.12,LOW,0.712,-0.624,0.212
2023-12-01,CARTRADE.NS,3.88,LOW,-1.638,-7.459,-6.289
2023-12-05,GUJRAFFIA.NS,7.94,MEDIUM,4.682,15.358,27.102
2023-12-05,EMIL.NS,4.56,LOW,-2.066,-7.456,-8.409
2023-12-07,UNITECH.NS,13.76,MEDIUM,4.7,14.7,21.129
2023-12-07,63MOONS.NS,12.28,MEDIUM,4.695,-5.543,-14.376
2023-12-07,COUNCODOS.NS,10.42,MEDIUM,-4.744,-13.633,-21.781
2023-12-07,KARMAENG.NS,10.32,MEDIUM,4.655,0.559,-3.434
2023-12-07,KAMATHOTEL.NS,9.99,MEDIUM,4.269,14.968,26.765
2023-12-11,GMRP&UI.NS,10.28,MEDIUM,-0.003,4.547,-3.861
2023-12-11,PAYTM.NS,5.52,MEDIUM,-6.407,-7.991,-6.521
2023-12-11,DCMSRIND.NS,4.42,LOW,-3.327,0.624,-0.141
2023-12-13,GANESHBE.NS,4.02,MEDIUM,1.568,1.895,-2.168
2023-12-13,ANANDRATHI.NS,3.56,LOW,2.827,0.792,-1.893
2023-12-15,RITCO.NS,4.68,LOW,-1.198,-8.359,-2.824
2023-12-19,AXITA.NS,4.92,LOW,-6.957,10.643,5.802
2023-12-21,HECPROJECT.NS,10.96,MEDIUM,4.691,15.42,4.175
2023-12-21,RADAAN.NS,9.75,MEDIUM,2.73,8.791,14.852
2023-12-21,ORTINGLOBE.NS,9.68,MEDIUM,-5.3,-12.031,-11.454
2023-12-21,SHRIPISTON.NS,9.52,MEDIUM,4.697,15.456,19.373
2023-12-21,GATECH.NS,9.33,MEDIUM,3.148,10.045,16.941
2023-12-26,KAYNES.NS,4.11,LOW,-2.172,-1.158,0.845
2023-12-26,EUROBOND.NS,3.67,LOW,-2.362,-1.382,-3.058
2023-12-28,VCL.NS,4.82,LOW,3.271,3.271,13.986
2023-12-28,IRIS.NS,4.1,LOW,1.062,4.254,3.242
2023-12-28,ANANDRATHI.NS,3.66,LOW,2.897,2.296,5.829
2023-12-28,SBGLP.NS,3.44,LOW,1.274,3.161,1.68
2023-12-28,MAPMYINDIA.NS,3.13,LOW,-1.174,-0.3,-1.597
2024-01-05,RAJMET.NS,11.56,MEDIUM,-3.642,-12.896,-21.38
2024-01-05,GTL.NS,11.22,MEDIUM,4.434,4.138,-4.146
2024-01-05,CGCL.NS,9.99,MEDIUM,14.307,8.073,8.691
2024-01-05,RADAAN.NS,9.53,MEDIUM,4.245,4.245,-4.845
2024-01-05,CUPID.NS,8.91,MEDIUM,4.698,15.437,27.296
2024-01-09,DCMSRIND.NS,10.07,MEDIUM,-1.406,-4.98,-6.114
2024-01-17,TRU.NS,5.1,LOW,-2.14,-4.805,-3.663
2024-01-17,AXITA.NS,4.97,LOW,-2.438,-14.609,-11.978
2024-01-17,SHRIRAMPPS.NS,4.56,LOW,3.593,-2.206,0.511
2024-01-19,UNITECH.NS,12.26,MEDIUM,8.895,8.512,19.24
2024-01-19,CENTEXT.NS,11.52,MEDIUM,-0.638,-0.638,3.93
2024-01-19,PARACABLES.NS,10.82,MEDIUM,-0.535,3.179,4.119
2024-01-19,KAMDHENU.NS,10.82,MEDIUM,0.361,4.291,3.041
2024-01-19,HUBTOWN.NS,10.29,MEDIUM,9.916,19.316,29.436
2024-01-24,GMRP&UI.NS,4.0,LOW,-0.599,1.696,6.886
2024-01-24,SUKHJITS.NS,4.0,LOW,2.066,9.496,10.102
2024-01-29,ABCOTS.NS,7.59,MEDIUM,-0.3,15.392,27.213
2024-01-29,RELCHEMQ.NS,6.01,MEDIUM,3.034,4.559,3.969
2024-01-29,AERONEU.NS,4.85,LOW,1.359,-0.524,2.794
2024-01-29,DYCL.NS,4.44,MEDIUM,0.073,12.198,8.06
2024-01-29,SBGLP.NS,3.94,LOW,0.44,2.373,6.002
2024-01-31,LAL.NS,9.65,MEDIUM,4.694,15.438,7.383
2024-01-31,RITCO.NS,4.78,LOW,0.687,2.68,0.304
2024-01-31,MANORAMA.NS,3.7,MEDIUM,5.558,1.677,1.901
2024-01-31,GOYALALUM.NS,2.5,LOW,1.215,3.235,-0.3
2024-02-02,FINOPB.NS,4.18,LOW,19.07,19.748,0.975
2024-02-06,SALASAR.NS,12.28,MEDIUM,4.646,-5.555,-14.674
2024-02-06,KANANIIND.NS,11.67,MEDIUM,4.017,-6.055,-14.688
2024-02-06,GREENPOWER.NS,10.94,MEDIUM,4.652,-5.572,-14.677
2024-02-06,SADBHAV.NS,9.94,MEDIUM,9.607,6.242,-4.038
2024-02-06,XCHANGING.NS,9.9,LOW,0.849,-1.162,-7.481
2024-02-08,SUKHJITS.NS,5.98,MEDIUM,2.357,2.876,4.073
2024-02-08,HYBRIDFIN.NS,4.45,MEDIUM,1.642,6.011,-2.727
2024-02-08,ETERNAL.NS,3.88,LOW,3.413,7.091,7.16
2024-02-08,ALIVUS.NS,3.04,LOW,-0.42,-0.965,0.119
2024-02-12,ABCOTS.NS,11.2,MEDIUM,4.7,4.7,27.283
2024-02-12,FIBERWEB.NS,7.61,MEDIUM,-0.582,7.446,9.841
2024-02-12,SBC.NS,7.14,MEDIUM,4.655,10.06,9.835
2024-02-12,INTLCONV.NS,6.91,MEDIUM,-3.651,3.37,1.243
2024-02-12,GANESHBE.NS,6.74,MEDIUM,6.535,7.853,6.562
2024-02-14,FORCEMOT.NS,6.35,LOW,12.048,29.003,30.169
2024-02-14,SMLT.NS,5.74,LOW,-5.287,-0.178,-9.908
2024-02-14,GRMOVER.NS,5.13,MEDIUM,5.569,4.533,3.871
2024-02-14,MEDPLUS.NS,5.12,MEDIUM,5.306,17.952,15.788
2024-02-14,RHL.NS,5.12,LOW,0.768,11.095,22.491
2024-02-16,TRU.NS,5.0,LOW,10.02,4.753,5.679
2024-02-16,IONEXCHANG.NS,3.84,MEDIUM,1.056,4.496,4.003
2024-02-16,CHEMPLASTS.NS,2.72,LOW,-0.222,4.858,3.682
2024-02-20,VIPULLTD.NS,10.4,MEDIUM,4.602,15.141,26.661
2024-02-20,ZENITHSTL.NS,9.64,MEDIUM,4.618,-5.218,2.979
2024-02-20,TIJARIA.NS,9.57,MEDIUM,4.103,14.165,25.486
2024-02-20,AURIGROW.NS,8.84,MEDIUM,-6.55,-0.3,5.95
2024-02-20,MANAKCOAT.NS,8.61,MEDIUM,8.915,-2.417,-9.266
2024-02-22,PAYTM.NS,6.91,LOW,4.695,9.794,3.55
2024-02-22,KAMOPAINTS.NS,4.2,LOW,0.127,-3.24,-4.37
2024-02-22,RATEGAIN.NS,4.2,LOW,0.141,3.115,0.557
2024-02-22,KAYNES.NS,3.54,LOW,-0.684,2.181,2.851
2024-02-26,RELCHEMQ.NS,5.49,MEDIUM,-0.165,-1.894,-0.075
2024-02-26,IRIS.NS,5.15,LOW,0.039,-2.674,-2.636
2024-02-28,RHL.NS,5.85,MEDIUM,1.651,7.854,7.804
2024-02-28,VIRINCHI.NS,5.46,LOW,-0.553,-0.934,-5.243
2024-02-28,NRL.NS,4.75,LOW,-0.098,-2.928,-6.042
2024-02-28,NGLFINE.NS,4.0,LOW,0.183,0.474,7.768
2024-03-01,TEGA.NS,3.32,LOW,-4.25,-2.634,-2.894
2024-03-05,LGHL.NS,12.05,MEDIUM,4.692,15.446,12.882
2024-03-05,EUROTEXIND.NS,12.02,MEDIUM,4.659,15.402,4.108
2024-03-05,TIJARIA.NS,10.74,MEDIUM,4.587,14.738,14.738
2024-03-05,BALAJITELE.NS,10.31,MEDIUM,-5.303,-6.988,-16.045
2024-03-05,SOUTHWEST.NS,10.09,MEDIUM,4.682,-4.215,-11.199
2024-03-07,FUSION.NS,5.78,MEDIUM,-3.514,-9.64,-4.985
2024-03-07,INDOAMIN.NS,5.42,LOW,-7.207,-15.419,-15.688
2024-03-07,GSLSU.NS,4.97,LOW,-2.535,-15.281,-11.474
2024-03-07,MEDICAMEQ.NS,4.37,LOW,-6.451,-21.957,-15.477
2024-03-07,DCMSRIND.NS,4.3,LOW,-4.894,-9.625,-4.374
2024-03-12,AERONEU.NS,9.93,MEDIUM,-7.842,-6.524,-1.935
2024-03-12,SBC.NS,8.54,MEDIUM,-5.214,1.174,-2.266
2024-03-12,MEGASTAR.NS,8.51,MEDIUM,-6.511,-4.457,-3.931
2024-03-12,INTLCONV.NS,7.99,MEDIUM,-7.695,-2.229,0.279
2024-03-12,DYCL.NS,7.16,MEDIUM,-8.432,-4.675,-1.443
2024-03-14,KOTYARK.NS,8.4,MEDIUM,-2.679,-1.891,0.687
2024-03-14,HARDWYN.NS,8.22,MEDIUM,0.453,5.423,3.013
2024-03-14,ASIANENE.NS,8.04,MEDIUM,-3.021,6.929,17.918
2024-03-14,ACI.NS,7.6,MEDIUM,1.094,2.725,5.402
2024-03-14,NRL.NS,7.54,LOW,-4.155,-0.541,-0.324
2024-03-18,TRU.NS,7.57,LOW,-0.574,13.947,7.28
2024-03-18,USK.NS,6.21,LOW,-2.441,0.414,-0.198
2024-03-18,AVONMORE.NS,6.09,LOW,-2.755,0.082,0.246
2024-03-18,EXXARO.NS,6.02,MEDIUM,-1.108,-4.772,-7.466
2024-03-18,SHRIRAMPPS.NS,5.38,LOW,-3.565,0.166,6.043
2024-03-20,WINDMACHIN.NS,9.75,MEDIUM,4.267,3.106,3.106
2024-03-20,KAUSHALYA.NS,9.68,MEDIUM,3.059,2.705,3.094
2024-03-20,SKIPPER.NS,9.48,MEDIUM,7.472,31.623,34.478
2024-03-20,DANGEE.NS,9.44,MEDIUM,1.96,-3.125,-8.775
2024-03-20,PGIL.NS,9.24,MEDIUM,0.221,0.631,1.6
2024-03-22,MEDICAMEQ.NS,6.69,MEDIUM,-3.323,-7.458,-2.15
2024-03-22,AKSHAR.NS,5.94,MEDIUM,-4.222,-12.065,-4.222
2024-03-22,BLAL.NS,5.58,LOW,-0.767,0.061,8.841
2024-03-22,INDOAMIN.NS,5.02,LOW,-2.862,-3.47,4.824
2024-03-22,GSLSU.NS,4.67,LOW,-5.117,3.571,10.481
2024-03-27,VCL.NS,8.78,MEDIUM,-5.3,4.7,14.7
2024-03-27,AERONEU.NS,6.55,LOW,-2.108,6.495,7.097
2024-03-27,MEGASTAR.NS,5.51,MEDIUM,-4.504,3.904,3.396
2024-03-27,FIBERWEB.NS,5.2,MEDIUM,-3.18,14.58,15.06
2024-03-27,INTLCONV.NS,5.16,MEDIUM,1.168,11.889,11.378
2024-04-01,GATECHDVR.NS,7.03,MEDIUM,-5.062,4.462,12.398
2024-04-01,SHAH.NS,5.06,MEDIUM,7.512,9.075,20.012
2024-04-01,SMLT.NS,4.74,LOW,-0.411,-0.1,-2.276
2024-04-01,TPHQ.NS,4.5,MEDIUM,-4.004,-7.707,-11.411
2024-04-01,AEROENTER.NS,4.4,LOW,8.82,12.897,14.4
2024-04-03,KRISHNADEF.NS,7.64,MEDIUM,-2.239,-7.509,-9.168
2024-04-03,INOXGREEN.NS,6.14,LOW,2.268,2.011,12.209
2024-04-03,OBCL.NS,5.4,LOW,1.832,0.905,1.461
2024-04-03,TECILCHEM.NS,5.35,LOW,2.038,8.012,18.661
2024-04-03,USK.NS,5.24,MEDIUM,1.316,2.932,2.932
2024-04-05,SURANASOL.NS,11.44,MEDIUM,-5.22,-14.418,-14.632
2024-04-05,IZMO.NS,9.57,MEDIUM,-5.661,-6.823,-13.565
2024-04-05,TARIL.NS,9.32,MEDIUM,1.568,11.54,22.94
2024-04-05,HGM.NS,8.52,MEDIUM,-5.159,-6.694,-11.617
2024-04-05,VIPULLTD.NS,8.36,MEDIUM,1.612,-0.447,-4.271
2024-04-09,RATEGAIN.NS,3.86,LOW,-1.177,-4.662,-5.409
2024-04-09,ETERNAL.NS,3.24,LOW,1.352,-3.088,-4.688
2024-04-12,SBC.NS,9.16,MEDIUM,-3.614,-1.08,-0.3
2024-04-12,PRITIKAUTO.NS,3.56,LOW,-2.051,-3.627,-3.102
2024-04-16,SOLEX.NS,8.88,MEDIUM,4.697,15.453,5.775
2024-04-16,TPHQ.NS,7.65,MEDIUM,3.404,-4.004,-7.707
2024-04-16,RHL.NS,6.03,MEDIUM,1.747,3.142,3.39
2024-04-16,HARDWYN.NS,5.74,MEDIUM,-0.769,-4.206,-3.581
2024-04-16,GICL.NS,5.63,LOW,4.635,13.919,12.626
2024-04-19,TRU.NS,5.31,LOW,0.662,0.903,-1.743
2024-04-19,SHRIRAMPPS.NS,4.43,LOW,-0.05,2.782,1.283
2024-04-19,IONEXCHANG.NS,4.26,LOW,4.346,0.938,0.882
2024-04-23,TARIL.NS,11.22,MEDIUM,-5.297,-14.559,-14.689
2024-04-23,UEL.NS,10.8,MEDIUM,4.571,9.746,15.225
2024-04-23,TEMBO.NS,10.33,MEDIUM,18.312,11.763,12.477
2024-04-23,GLOBALVECT.NS,10.19,MEDIUM,4.688,7.747,3.465
2024-04-23,BIRLAMONEY.NS,9.88,MEDIUM,4.69,1.259,3.131
2024-04-25,GSLSU.NS,5.89,MEDIUM,-1.355,13.201,4.76
2024-04-25,SAPPHIRE.NS,4.23,LOW,-1.932,2.876,2.245
2024-04-25,ALIVUS.NS,3.94,LOW,8.288,10.146,10.286
2024-04-29,GUJRAFFIA.NS,5.22,MEDIUM,0.911,-0.058,0.911
2024-04-29,HMAAGRO.NS,3.97,LOW,-3.016,-4.933,-9.086
2024-05-02,ASIANENE.NS,6.79,MEDIUM,4.441,1.109,-6.516
2024-05-02,GICL.NS,6.25,MEDIUM,-5.265,-5.501,3.719
2024-05-02,HARDWYN.NS,4.64,MEDIUM,-1.3,-6.3,-1.133
2024-05-02,LAL.NS,3.93,LOW,-3.343,-0.909,-6.182
2024-05-06,INOXGREEN.NS,5.37,MEDIUM,-5.08,-11.465,-11.764
2024-05-06,TECILCHEM.NS,1.83,LOW,-1.331,-2.98,-4.424
2024-05-08,KEEPLEARN.NS,10.65,MEDIUM,4.417,13.851,18.588
2024-05-08,RAJTV.NS,9.66,MEDIUM,-1.12,8.99,20.192
2024-05-08,DOLPHIN.NS,9.28,MEDIUM,4.695,15.448,27.309
2024-05-08,LYPSAGEMS.NS,8.99,MEDIUM,0.533,0.533,1.367
2024-05-08,RTNPOWER.NS,8.55,MEDIUM,4.287,2.452,9.792
2024-05-10,BLAL.NS,5.48,LOW,-0.919,3.456,12.67
2024-05-10,GMRP&UI.NS,5.3,MEDIUM,2.381,12.21,10.992
2024-05-10,KAMOPAINTS.NS,4.26,LOW,1.539,0.798,0.59
2024-05-14,SYRMA.NS,5.97,LOW,-0.112,-1.053,7.77
2024-05-16,GOYALALUM.NS,6.3,MEDIUM,-2.751,-1.771,-5.692
2024-05-16,DJML.NS,6.17,MEDIUM,4.699,2.133,11.165
2024-05-16,TIPSFILMS.NS,5.59,LOW,2.251,-4.204,-7.278
2024-05-16,BETA.NS,5.17,LOW,0.751,6.76,2.166
2024-05-16,GATECHDVR.NS,3.18,LOW,-1.913,2.926,-3.526
2024-05-21,USK.NS,6.59,LOW,3.365,-0.018,6.843
2024-05-21,DELHIVERY.NS,4.88,LOW,3.215,3.6,6.589
2024-05-21,APTUS.NS,3.94,LOW,2.824,3.748,2.069
2024-05-23,RADAAN.NS,10.33,MEDIUM,3.7,-0.3,-8.3
2024-05-23,MICEL.NS,8.34,MEDIUM,-5.3,-12.581,-14.335
2024-05-23,DREDGECORP.NS,8.32,MEDIUM,4.697,-4.789,-5.028
2024-05-23,RVHL.NS,8.18,MEDIUM,4.566,-1.063,1.799
2024-05-23,GLOBAL.NS,7.87,MEDIUM,-2.76,-8.091,-6.692
2024-05-27,HYBRIDFIN.NS,11.5,MEDIUM,4.587,-5.563,-10.826
2024-05-27,ETERNAL.NS,3.55,LOW,-1.416,-1.961,-4.765
2024-05-29,IRIS.NS,8.34,MEDIUM,-3.147,-8.307,-11.945
2024-05-29,SBGLP.NS,4.46,LOW,3.182,2.672,-3.315
2024-05-29,POLICYBZR.NS,4.17,MEDIUM,0.522,8.549,9.278
2024-05-29,PRITIKAUTO.NS,3.93,LOW,-2.864,-7.626,-9.274
2024-05-29,KPIGREEN.NS,3.55,LOW,-2.061,2.699,-6.515
2024-05-31,INDOBORAX.NS,4.5,LOW,-2.031,-2.095,2.778
2024-05-31,MONARCH.NS,4.31,LOW,4.477,-4.835,1.028
2024-05-31,RELIABLE.NS,3.16,LOW,-5.212,-5.212,-5.212
2024-06-04,SHRIRAMPPS.NS,9.16,MEDIUM,7.292,16.445,18.816
2024-06-04,TRU.NS,8.04,MEDIUM,1.221,-3.431,-2.697
2024-06-04,DELHIVERY.NS,6.95,MEDIUM,4.68,6.65,6.788
2024-06-04,MANOMAY.NS,6.83,MEDIUM,9.472,8.376,8.216
2024-06-04,AVONMORE.NS,6.64,MEDIUM,1.445,10.122,16.734
2024-06-06,BTML.NS,10.45,MEDIUM,18.873,14.813,8.873
2024-06-06,HERITGFOOD.NS,10.42,MEDIUM,9.698,9.539,-1.165
2024-06-06,TCIFINANCE.NS,10.0,MEDIUM,4.298,14.872,26.597
2024-06-06,UEL.NS,9.86,MEDIUM,4.687,15.444,15.444
2024-06-06,LANDSMILL.NS,9.74,MEDIUM,-0.3,-6.967,-11.411
2024-06-10,HYBRIDFIN.NS,5.93,LOW,4.542,1.461,8.943
2024-06-10,ATL.NS,4.65,LOW,-0.165,-0.204,5.52
2024-06-10,DATAPATTNS.NS,4.56,LOW,0.283,2.529,15.866
2024-06-12,VCL.NS,5.66,MEDIUM,4.462,13.986,24.7
2024-06-12,IRIS.NS,3.97,LOW,1.7,3.478,1.304
2024-06-12,MEGASTAR.NS,3.7,LOW,-1.198,-0.462,-3.5
2024-06-14,MANORAMA.NS,7.46,MEDIUM,2.452,3.138,-2.207
2024-06-14,CARTRADE.NS,3.99,LOW,2.436,2.293,3.584
2024-06-14,MONARCH.NS,3.75,LOW,-0.347,-0.035,1.245
2024-06-19,TECILCHEM.NS,12.05,MEDIUM,4.697,-5.566,-14.835
2024-06-19,KRISHNADEF.NS,10.29,MEDIUM,4.696,0.293,10.599
2024-06-19,TRU.NS,6.57,LOW,3.884,-1.173,3.133
2024-06-21,TCIFINANCE.NS,12.19,MEDIUM,4.682,8.881,13.223
2024-06-21,GTLINFRA.NS,11.84,MEDIUM,4.351,14.816,26.057
2024-06-21,INFOMEDIA.NS,10.31,MEDIUM,4.632,15.316,9.426
2024-06-21,MICEL.NS,9.58,MEDIUM,4.696,15.449,27.303
2024-06-21,AKSHARCHEM.NS,9.15,MEDIUM,3.805,5.108,5.743
2024-06-25,HYBRIDFIN.NS,4.99,LOW,-2.478,-1.52,-2.129
2024-06-25,TARSONS.NS,4.1,LOW,3.969,3.223,4.911
2024-06-27,DHARMAJ.NS,4.87,MEDIUM,1.547,21.645,25.51
2024-06-27,STARTECK.NS,4.77,LOW,-1.074,-0.02,1.448
2024-06-27,HARSHA.NS,4.51,MEDIUM,1.272,3.206,7.479
2024-06-27,MAPMYINDIA.NS,4.45,LOW,2.384,4.082,8.908
2024-06-27,SBC.NS,3.49,LOW,-0.084,1.031,-0.768
2024-07-01,ROTO.NS,9.58,MEDIUM,2.135,11.401,5.424
2024-07-01,GRMOVER.NS,4.96,LOW,3.173,11.186,16.087
2024-07-01,TIPSFILMS.NS,4.28,LOW,-2.084,-2.949,-6.712
2024-07-01,GOYALALUM.NS,2.87,LOW,1.142,-1.227,-3.081
2024-07-03,TRU.NS,5.16,LOW,-2.388,-2.408,0.028
2024-07-05,GTLINFRA.NS,14.22,MEDIUM,-5.385,-14.828,-23.302
2024-07-05,SUVEN.NS,10.58,LOW,9.415,5.091,4.283
2024-07-05,DYNPRO.NS,10.42,LOW,0.066,-3.177,0.053
2024-07-05,COUNCODOS.NS,9.85,MEDIUM,-2.437,-8.562,-0.3
2024-07-05,MADHUCON.NS,8.97,MEDIUM,4.65,8.061,18.964
2024-07-09,SENCO.NS,3.94,LOW,-1.973,-4.059,-3.192
2024-07-11,SBC.NS,4.12,LOW,0.855,-0.223,8.941
2024-07-15,GATECHDVR.NS,9.67,MEDIUM,4.665,15.066,14.594
2024-07-15,RELIABLE.NS,8.49,MEDIUM,4.696,14.769,26.453
2024-07-15,RHL.NS,5.97,MEDIUM,-2.693,-4.076,-4.041
2024-07-15,SONAL.NS,5.22,LOW,1.984,-0.395,-2.393
2024-07-18,STYLAMIND.NS,4.15,LOW,-2.026,-2.234,-0.23
2024-07-22,SUMEETINDS.NS,13.56,MEDIUM,9.559,20.545,32.658
2024-07-22,MTNL.NS,10.64,MEDIUM,9.693,20.959,20.644
2024-07-22,FLEXITUFF.NS,9.75,MEDIUM,4.7,15.444,27.295
2024-07-22,EIMCOELECO.NS,8.36,MEDIUM,4.699,5.798,8.56
2024-07-22,RUCHINFRA.NS,7.15,MEDIUM,-7.277,1.083,-0.74
2024-07-24,DIAMINESQ.NS,3.91,LOW,6.186,0.145,2.515
2024-07-24,AKSHAR.NS,3.49,LOW,4.401,13.375,3.546
2024-07-24,HARIOMPIPE.NS,3.49,LOW,-0.067,3.203,-0.307
2024-07-24,DATAPATTNS.NS,2.96,LOW,9.649,8.304,2.99
2024-07-26,IRIS.NS,5.31,MEDIUM,-0.345,-4.183,-5.931
2024-07-30,RELIABLE.NS,9.81,MEDIUM,4.664,15.411,10.816
2024-07-30,DJML.NS,3.14,LOW,0.069,1.017,-0.139
2024-08-01,TECILCHEM.NS,5.04,LOW,-3.795,0.998,-2.946
2024-08-05,VINNY.NS,11.53,MEDIUM,2.157,4.123,16.899
2024-08-05,HUBTOWN.NS,10.53,MEDIUM,-5.198,-4.143,-5.617
2024-08-05,ARROWGREEN.NS,10.28,MEDIUM,-10.297,-14.41,-4.042
2024-08-05,WEBELSOLAR.NS,8.47,MEDIUM,4.698,15.455,27.313
2024-08-05,IITL.NS,8.44,MEDIUM,4.699,16.191,4.785
2024-08-07,HYBRIDFIN.NS,10.47,MEDIUM,-5.336,-14.68,-15.873
2024-08-09,KPIGREEN.NS,6.08,MEDIUM,2.883,-6.188,-5.887
2024-08-09,GUJRAFFIA.NS,4.6,LOW,-4.179,-1.983,0.87
2024-08-09,EMSLIMITED.NS,4.59,LOW,5.355,1.932,-0.469
2024-08-09,SUPRIYA.NS,4.4,LOW,13.592,11.147,18.449
2024-08-09,PRITIKAUTO.NS,4.37,LOW,-3.024,-11.973,1.787
2024-08-13,ROTO.NS,4.14,LOW,-6.009,-3.705,-0.611
2024-08-13,RITCO.NS,3.97,LOW,0.635,1.491,0.698
2024-08-20,VINNY.NS,11.59,MEDIUM,-5.342,-14.754,-23.325
2024-08-20,AMBICAAGAR.NS,10.18,MEDIUM,-1.831,-2.12,-2.091
2024-08-20,SHAHALLOYS.NS,10.12,MEDIUM,6.813,10.912,7.804
2024-08-20,MURUDCERA.NS,10.11,LOW,-6.206,-4.479,-7.077
2024-08-20,HGM.NS,9.6,MEDIUM,4.424,2.283,0.884
2024-08-26,PRITIKAUTO.NS,10.25,MEDIUM,-5.304,-14.582,-14.835
2024-08-26,KPIGREEN.NS,4.4,LOW,-0.377,-5.159,-2.732
2024-08-28,SPECTRUM.NS,4.77,LOW,0.04,2.306,-0.005
2024-08-28,RELIABLE.NS,4.17,MEDIUM,1.698,5.805,8.851
2024-09-03,TVVISION.NS,11.09,MEDIUM,-2.227,-6.153,-9.936
2024-09-03,SIKKO.NS,10.14,MEDIUM,-5.308,-14.579,-5.807
2024-09-03,HEXATRADEX.NS,9.64,MEDIUM,-5.292,-14.549,-16.164
2024-09-03,INDOTHAI.NS,9.39,MEDIUM,4.691,15.449,27.295
2024-09-03,VERANDA.NS,9.13,MEDIUM,2.202,4.002,5.909
2024-09-05,LEMERITE.NS,3.14,MEDIUM,1.024,1.244,1.048
2024-09-05,ALIVUS.NS,3.07,LOW,4.961,17.184,19.183
2024-09-09,MAXESTATES.NS,4.49,LOW,5.129,2.744,-1.069
2024-09-09,IRIS.NS,4.03,LOW,4.697,5.761,1.558
2024-09-09,KRISHIVAL.NS,3.58,LOW,4.682,15.428,15.161
