vinBattery,currentBattery,velocity,distance,H2 Leak,powerW,energyWh,kmPerkWh,timeS,_capture_ts,latitude,longitude,wgsAltitude,ts,elapsed_s,lap_number
36.55837,0.0850685,24.394032,1568.43,False,3.109966,4.865764,322.3399,260,1784710060.011316,25.48979138,51.45590178,11.1,1784710060009,15.19,1.0
36.59298,0.06899331,24.296064,1571.57,False,2.524671,4.865986,322.9705,261,1784710060.3916316,25.48979138,51.45590178,11.1,1784710060009,15.19,1.0
36.56882,0.07803215,24.198096,1573.14,False,2.853544,4.866248,323.2758,261,1784710060.662253,25.48979138,51.45590178,11.1,1784710060009,15.19,1.0
36.59762,0.06562139,24.198096,1574.71,False,2.401587,4.866438,323.5858,261,1784710060.9412184,25.48978408,51.45596451,11.29,1784710061020,16.2,1.0
36.5633,0.09107713,24.100128,1577.85,False,3.33008,4.866726,324.2118,261,1784710061.402156,25.48978408,51.45596451,11.29,1784710061020,16.2,1.0
36.57558,0.07363314,24.100128,1579.42,False,2.693175,4.866945,324.5198,262,1784710061.6206744,25.48978408,51.45596451,11.29,1784710061020,16.2,1.0
36.55245,0.08325232,24.00216,1580.99,False,3.043076,4.867227,324.8236,262,1784710061.8932214,25.48978408,51.45596451,11.29,1784710061020,16.2,1.0
36.54946,0.06759138,24.00216,1584.13,False,2.470428,4.867433,325.4549,262,1784710062.5785377,25.48977461,51.45604787,11.4,1784710062031,17.21,1.0
36.58756,0.07048329,23.904192,1585.7,False,2.578812,4.867667,325.7618,263,1784710062.7697823,25.48977461,51.45604787,11.4,1784710062031,17.21,1.0
36.54835,0.08546631,23.806224,1587.27,False,3.123653,4.867955,326.0651,263,1784710063.1828327,25.48977345,51.45611213,11.5,1784710063046,18.22,1.0
36.55798,0.07438658,23.806224,1590.41,False,2.719423,4.868189,326.6944,263,1784710063.1828327,25.48977345,51.45611213,11.5,1784710063046,18.22,1.0
36.56865,0.07346176,23.708256,1591.98,False,2.686397,4.868399,327.0028,264,1784710063.5899594,25.48977345,51.45611213,11.5,1784710063046,18.22,1.0
36.57212,0.08988389,23.708256,1593.55,False,3.287244,4.868656,327.308,264,1784710063.996711,25.48977189,51.45617035,11.6,1784710064060,19.24,1.0
36.53384,0.07308073,23.610288,1595.12,False,2.66992,4.868883,327.6152,264,1784710064.1825883,25.48977189,51.45617035,11.6,1784710064060,19.24,1.0
36.61653,0.09156772,23.610288,1596.69,False,3.352892,4.86915,327.9197,265,1784710064.5639756,25.48977189,51.45617035,11.6,1784710064060,19.24,1.0
36.57133,0.07332751,23.51232,1599.83,False,2.681685,4.869393,328.5481,265,1784710064.751284,25.48977189,51.45617035,11.6,1784710064060,19.24,1.0
36.56819,0.09358401,23.51232,1601.4,False,3.422198,4.869702,328.8497,265,1784710064.9545355,25.48977151,51.45623259,11.6,1784710065070,20.25,1.0
36.60229,0.08376967,23.414352,1602.97,False,3.066162,4.869968,329.1541,265,1784710065.4513922,25.48977151,51.45623259,11.6,1784710065070,20.25,1.0
36.54319,0.08239579,23.316384,1606.11,False,3.011005,4.870254,329.7795,266,1784710065.6414626,25.48977151,51.45623259,11.6,1784710065070,20.25,1.0
36.55869,0.06351672,23.316384,1607.68,False,2.322088,4.870443,330.0891,266,1784710065.9013162,25.48977532,51.45631603,11.5,1784710066084,21.26,1.0
36.56466,0.08396376,23.218416,1609.25,False,3.070106,4.870724,330.3924,266,1784710066.240633,25.48977532,51.45631603,11.5,1784710066084,21.26,1.0
36.59351,0.05722976,23.218416,1612.39,False,2.094238,4.870894,331.0255,267,1784710066.607898,25.48977532,51.45631603,11.5,1784710066084,21.26,1.0
36.58078,0.08712997,23.120448,1613.96,False,3.187282,4.871179,331.3284,267,1784710066.8390317,25.48977532,51.45631603,11.5,1784710066084,21.26,1.0
36.57559,0.06772887,23.120448,1615.53,False,2.477223,4.871378,331.6372,267,1784710067.1304924,25.48977603,51.45637451,11.55,1784710067098,22.28,1.0
36.60037,0.07997989,23.02248,1618.67,False,2.927294,4.871662,332.2624,268,1784710067.501288,25.48977603,51.45637451,11.55,1784710067098,22.28,1.0
36.55215,0.08327513,22.924512,1620.24,False,3.043885,4.871918,332.5672,268,1784710067.8260396,25.48977222,51.45643726,11.7,1784710068112,23.29,1.0
36.59967,0.06850111,22.924512,1621.81,False,2.507118,4.872139,332.8743,268,1784710068.113803,25.48977222,51.45643726,11.7,1784710068112,23.29,1.0
36.6035,0.07177874,22.826544,1623.38,False,2.627353,4.872389,333.1795,269,1784710068.4809136,25.48977222,51.45643726,11.7,1784710068112,23.29,1.0
36.55055,0.08531794,22.826544,1626.52,False,3.118418,4.872671,333.8046,269,1784710068.7650092,25.48977222,51.45643726,11.7,1784710068112,23.29,1.0
36.57808,0.07879569,22.728576,1628.09,False,2.882195,4.872907,334.1106,269,1784710069.065832,25.4897728,51.45649903,11.9,1784710069128,24.3,1.0
36.55224,0.0749867,22.630608,1629.66,False,2.740932,4.873158,334.4156,270,1784710069.518859,25.4897728,51.45649903,11.9,1784710069128,24.3,1.0
36.57179,0.09468249,22.630608,1631.23,False,3.462708,4.873447,334.7179,270,1784710069.701043,25.4897728,51.45649903,11.9,1784710069128,24.3,1.0
36.59171,0.08275694,22.53264,1634.37,False,3.028218,4.873695,335.3452,270,1784710069.9867072,25.48977831,51.45657587,12.14,1784710070142,25.32,1.0
36.58407,0.08679974,22.53264,1635.94,False,3.175488,4.873947,335.6499,270,1784710070.2748582,25.48977831,51.45657587,12.14,1784710070142,25.32,1.0
36.53207,0.07865637,22.434672,1637.51,False,2.87348,4.874225,335.9529,271,1784710070.7131395,25.48977831,51.45657587,12.14,1784710070142,25.32,1.0
36.56418,0.08421294,22.434672,1639.08,False,3.079177,4.874511,336.2553,271,1784710070.956936,25.48977831,51.45657587,12.14,1784710070142,25.32,1.0
36.56253,0.07446224,22.336704,1642.22,False,2.722528,4.874739,336.8837,271,1784710071.2577696,25.48978496,51.45663762,12.35,1784710071157,26.33,1.0
36.59904,0.08009451,22.238736,1643.79,False,2.931382,4.875006,337.1873,272,1784710071.6316848,25.48978496,51.45663762,12.35,1784710071157,26.33,1.0
36.55099,0.07141134,22.238736,1645.36,False,2.610155,4.875233,337.4936,272,1784710071.8964384,25.48978496,51.45663762,12.35,1784710071157,26.33,1.0
36.54441,0.08215864,22.140768,1646.93,False,3.002439,4.875482,337.7984,272,1784710072.197094,25.48979046,51.45669556,12.43,1784710072159,27.34,1.0
36.58074,0.08582775,22.140768,1648.5,False,3.139643,4.87573,338.1032,273,1784710072.5652263,25.48979046,51.45669556,12.43,1784710072159,27.34,1.0
36.56478,0.08322913,22.0428,1651.64,False,3.043255,4.876021,338.727,273,1784710072.871415,25.48979565,51.45675452,12.4,1784710073160,28.34,1.0
36.55402,0.08100202,22.0428,1653.21,False,2.960949,4.876291,339.0302,273,1784710073.1525452,25.48979565,51.45675452,12.4,1784710073160,28.34,1.0
36.5909,0.07320111,21.944832,1654.78,False,2.678494,4.87655,339.3342,274,1784710073.5691724,25.48979565,51.45675452,12.4,1784710073160,28.34,1.0
35.08983,4.258891,22.0428,1657.92,False,149.4438,4.889263,339.0941,274,1784710074.1935008,25.48980218,51.45681277,12.4,1784710074175,29.35,1.0
35.06038,4.358984,22.238736,1659.49,False,152.8276,4.9021,338.5263,274,1784710074.380681,25.48980218,51.45681277,12.4,1784710074175,29.35,1.0
35.14451,4.145336,22.336704,1661.06,False,145.6858,4.916292,337.8685,275,1784710074.802456,25.48980218,51.45681277,12.4,1784710074175,29.35,1.0
35.06489,4.175623,22.53264,1662.63,False,146.4178,4.928578,337.3448,275,1784710074.802456,25.48980218,51.45681277,12.4,1784710074175,29.35,1.0
35.06602,4.29796,22.630608,1665.77,False,150.7124,4.941368,337.1071,275,1784710075.2422523,25.4898093,51.45689015,12.4,1784710075188,30.36,1.0
35.05708,4.299938,22.728576,1667.34,False,150.7433,4.95342,336.6038,276,1784710075.4314954,25.4898093,51.45689015,12.4,1784710075188,30.36,1.0
35.07227,4.293101,22.826544,1668.91,False,150.5688,4.966715,336.0189,276,1784710075.8110683,25.4898093,51.45689015,12.4,1784710075188,30.36,1.0
35.00013,4.497801,23.02248,1670.48,False,157.4236,4.979805,335.4509,276,1784710076.9556825,25.48981887,51.45695069,12.4,1784710076201,31.38,1.0
35.01063,4.410603,23.120448,1673.62,False,154.418,4.994507,335.0921,277,1784710077.7221682,25.48981887,51.45695069,12.4,1784710076201,31.38,1.0
35.04201,4.344528,23.316384,1675.19,False,152.241,5.00794,334.5068,277,1784710077.7231653,25.48981887,51.45695069,12.4,1784710076201,31.38,1.0
35.11723,4.099194,23.414352,1676.76,False,143.9523,5.019656,334.0388,277,1784710077.7231653,25.48981887,51.45695069,12.4,1784710076201,31.38,1.0
35.05463,4.391994,23.51232,1679.9,False,153.9597,5.033486,333.7448,277,1784710078.1509545,25.48982646,51.45701039,12.4,1784710077210,32.39,1.0
35.08343,4.346802,23.610288,1681.47,False,152.5007,5.047023,333.1608,278,1784710078.1519709,25.48982646,51.45701039,12.4,1784710077210,32.39,1.0
35.11139,4.248017,23.806224,1683.04,False,149.1538,5.059964,332.619,278,1784710078.1519709,25.48982646,51.45701039,12.4,1784710077210,32.39,1.0
35.0039,4.505953,23.904192,1684.61,False,157.7259,5.072708,332.0928,278,1784710078.5738287,25.48983404,51.45707073,12.5,1784710078223,33.4,1.0
35.05892,4.385812,24.00216,1687.75,False,153.7618,5.087423,331.7495,279,1784710078.9917035,25.48983404,51.45707073,12.5,1784710078223,33.4,1.0
35.04562,4.403538,24.198096,1689.32,False,154.3247,5.100269,331.2217,279,1784710078.9917035,25.48983404,51.45707073,12.5,1784710078223,33.4,1.0
35.06127,4.311131,24.296064,1692.46,False,151.1537,5.114807,330.8942,279,1784710079.4108603,25.48984209,51.45713618,12.6,1784710079225,34.4,1.0
35.09139,4.350993,24.394032,1694.03,False,152.6824,5.128956,330.2875,280,1784710079.601112,25.48984209,51.45713618,12.6,1784710079225,34.4,1.0
35.01792,4.503072,24.589968,1697.17,False,157.6882,5.143176,329.9848,280,1784710080.021996,25.48984787,51.45720189,12.7,1784710080241,35.42,1.0
34.95204,4.571478,24.687936,1698.74,False,159.7825,5.157029,329.4028,280,1784710080.2119153,25.48984787,51.45720189,12.7,1784710080241,35.42,1.0
35.04556,4.4083,24.785904,1700.31,False,154.4913,5.1704,328.8546,281,1784710080.622131,25.48984787,51.45720189,12.7,1784710080241,35.42,1.0
35.05971,4.299726,24.883872,1703.45,False,150.7471,5.183005,328.6607,281,1784710080.8120291,25.48984787,51.45720189,12.7,1784710080241,35.42,1.0
35.06859,4.284269,24.98184,1705.02,False,150.2433,5.197524,328.0447,281,1784710081.1015863,25.48985786,51.45729091,12.8,1784710081256,36.43,1.0
35.04125,4.416223,25.177776,1708.16,False,154.75,5.211992,327.7365,282,1784710081.432199,25.48985786,51.45729091,12.8,1784710081256,36.43,1.0
35.07814,4.224971,25.275744,1709.73,False,148.2041,5.225448,327.193,282,1784710081.821852,25.48985786,51.45729091,12.8,1784710081256,36.43,1.0
34.99349,4.478328,25.373712,1712.87,False,156.7123,5.240409,326.8581,282,1784710082.111331,25.48985786,51.45729091,12.8,1784710081256,36.43,1.0
35.08983,4.231448,25.47168,1714.44,False,148.4808,5.253108,326.3668,283,1784710082.4122453,25.48986458,51.45735949,12.8,1784710082266,37.44,1.0
35.07264,4.214927,25.569648,1717.58,False,147.8286,5.266729,326.1189,283,1784710082.792082,25.48986458,51.45735949,12.8,1784710082266,37.44,1.0
35.03078,4.388452,25.667616,1719.15,False,153.7309,5.278995,325.6586,283,1784710083.441849,25.48987609,51.45742649,12.8,1784710083270,38.45,1.0
35.14023,4.015869,25.765584,1720.72,False,141.1186,5.292325,325.135,284,1784710083.6320212,25.48987609,51.45742649,12.8,1784710083270,38.45,1.0
35.11938,4.201043,25.96152,1723.86,False,147.538,5.305962,324.8911,284,1784710084.012325,25.48987609,51.45742649,12.8,1784710083270,38.45,1.0
35.02691,4.331429,26.059488,1725.43,False,151.7166,5.319266,324.3737,284,1784710084.211089,25.48987609,51.45742649,12.8,1784710083270,38.45,1.0
35.07358,4.34604,26.157456,1728.57,False,152.4312,5.333826,324.0769,285,1784710084.4215295,25.48988777,51.45749686,12.8,1784710084285,39.46,1.0
35.05691,4.307131,26.255424,1730.14,False,150.9947,5.346745,323.5875,285,1784710084.801912,25.48988777,51.45749686,12.8,1784710084285,39.46,1.0
35.05831,4.353051,26.353392,1733.28,False,152.6106,5.360013,323.3724,285,1784710084.9972937,25.48988777,51.45749686,12.8,1784710084285,39.46,1.0
35.08588,4.276435,26.45136,1734.85,False,150.0425,5.373949,322.8259,286,1784710085.3220134,25.48990013,51.45756518,12.57,1784710085294,40.47,1.0
35.09338,4.323509,26.549328,1737.99,False,151.7265,5.386687,322.6454,286,1784710085.7018003,25.48990013,51.45756518,12.57,1784710085294,40.47,1.0
35.08669,4.225016,26.647296,1739.56,False,148.2418,5.400052,322.1376,286,1784710085.9515224,25.48990013,51.45756518,12.57,1784710085294,40.47,1.0
35.02248,4.438518,26.745264,1742.7,False,155.4479,5.413129,321.9395,286,1784710086.2519855,25.48990738,51.45763305,12.18,1784710086309,41.49,1.0
35.099,4.298794,26.843232,1744.27,False,150.8834,5.425635,321.4868,287,1784710086.6920943,25.48990738,51.45763305,12.18,1784710086309,41.49,1.0
35.07703,4.320009,26.9412,1747.41,False,151.5331,5.437885,321.34,287,1784710086.8821702,25.48990738,51.45763305,12.18,1784710086309,41.49,1.0
35.10994,4.231602,27.039168,1748.98,False,148.5713,5.451827,320.8062,287,1784710087.1824512,25.48990738,51.45763305,12.18,1784710086309,41.49,1.0
35.13303,4.058501,27.137136,1752.12,False,142.5874,5.464734,320.6231,288,1784710087.5016356,25.48991809,51.45770095,11.69,1784710087317,42.49,1.0
35.06214,4.342697,27.235104,1753.69,False,152.2643,5.478799,320.0866,288,1784710088.7316306,25.48992723,51.45779787,11.01,1784710088330,43.51,1.0
35.08897,4.225127,27.333072,1756.83,False,148.2554,5.491742,319.904,288,1784710088.7316306,25.48992723,51.45779787,11.01,1784710088330,43.51,1.0
35.10605,4.250083,27.43104,1758.4,False,149.2036,5.505013,319.418,289,1784710089.1122084,25.48992723,51.45779787,11.01,1784710088330,43.51,1.0
35.10531,4.209877,27.529008,1761.54,False,147.789,5.516936,319.2968,289,1784710089.112833,25.48992723,51.45779787,11.01,1784710088330,43.51,1.0
35.11644,4.256792,27.626976,1763.11,False,149.4834,5.529717,318.8427,289,1784710089.112833,25.48992723,51.45779787,11.01,1784710088330,43.51,1.0
35.0788,4.361073,27.724944,1766.25,False,152.9812,5.544124,318.5805,290,1784710089.5426736,25.48993443,51.45786896,10.7,1784710089341,44.52,1.0
35.12162,4.152304,27.822912,1769.39,False,145.8356,5.558189,318.3393,290,1784710089.9226673,25.48993443,51.45786896,10.7,1784710089341,44.52,1.0
35.14641,4.17706,27.92088,1770.96,False,146.8087,5.571167,317.8795,290,1784710090.112475,25.48993443,51.45786896,10.7,1784710089341,44.52,1.0
35.08846,4.272994,28.018848,1774.1,False,149.9328,5.582902,317.7738,291,1784710090.3528292,25.48994322,51.45794117,10.4,1784710090353,45.53,1.0
35.06489,4.349398,28.116816,1775.67,False,152.5112,5.597517,317.2246,291,1784710090.731564,25.48994322,51.45794117,10.4,1784710090353,45.53,1.0
34.97222,4.522609,28.214784,1778.81,False,158.1657,5.610298,317.0616,291,1784710090.9934683,25.48994322,51.45794117,10.4,1784710090353,45.53,1.0
35.04212,4.465747,28.312752,1781.95,False,156.4892,5.624307,316.8301,292,1784710091.313106,25.48994897,51.45801559,10.1,1784710091367,46.54,1.0
35.09416,4.239012,28.312752,1783.52,False,148.7646,5.636855,316.4034,292,1784710092.312359,25.48996133,51.4581109,9.73,1784710092381,47.56,1.0
35.15267,4.103381,28.41072,1786.66,False,144.2448,5.648964,316.281,292,1784710092.5017283,25.48996133,51.4581109,9.73,1784710092381,47.56,1.0
35.02065,4.515806,28.508688,1788.23,False,158.1465,5.663731,315.7336,292,1784710092.5017283,25.48996133,51.4581109,9.73,1784710092381,47.56,1.0
35.11256,4.253285,28.606656,1791.37,False,149.3437,5.675729,315.6194,293,1784710092.922878,25.48996133,51.4581109,9.73,1784710092381,47.56,1.0
35.10893,4.254899,28.704624,1792.94,False,149.385,5.689073,315.155,293,1784710092.922878,25.48996133,51.4581109,9.73,1784710092381,47.56,1.0
35.00333,4.519044,28.802592,1796.08,False,158.1816,5.701785,315.0031,293,1784710093.3422666,25.48997151,51.45818264,9.6,1784710093397,48.57,1.0
35.03712,4.414268,28.90056,1797.65,False,154.6632,5.714879,314.5561,294,1784710093.532427,25.48997151,51.45818264,9.6,1784710093397,48.57,1.0
35.02308,4.399661,28.998528,1800.79,False,154.0897,5.727639,314.4035,294,1784710093.9221385,25.48997151,51.45818264,9.6,1784710093397,48.57,1.0
35.09317,4.23591,28.998528,1802.36,False,148.6515,5.740061,313.9967,294,1784710094.112486,25.48997151,51.45818264,9.6,1784710093397,48.57,1.0
34.98803,4.459945,29.096496,1805.5,False,156.0447,5.75449,313.755,295,1784710094.3917987,25.48998459,51.45825579,9.4,1784710094409,49.59,1.0
35.11792,4.164465,29.194464,1808.64,False,146.2473,5.767946,313.5674,295,1784710094.8798914,25.48998459,51.45825579,9.4,1784710094409,49.59,1.0
35.08054,4.291589,29.292432,1810.21,False,150.5513,5.779989,313.1857,295,1784710095.112416,25.48999561,51.45833183,9.2,1784710095420,50.6,1.0
35.16234,4.117039,29.3904,1813.35,False,144.7647,5.793774,312.9825,296,1784710095.3495698,25.48999561,51.45833183,9.2,1784710095420,50.6,1.0
35.03873,4.374776,29.488368,1816.49,False,153.2866,5.808367,312.7368,296,1784710095.7854838,25.48999561,51.45833183,9.2,1784710095420,50.6,1.0
35.06338,4.359838,29.586336,1819.63,False,152.8707,5.822074,312.5398,296,1784710096.0148876,25.48999561,51.45833183,9.2,1784710095420,50.6,1.0
35.11373,4.169002,29.586336,1821.2,False,146.3892,5.834137,312.1627,297,1784710096.326299,25.49001639,51.45843198,9.3,1784710096432,51.61,1.0
34.97761,4.521278,29.684304,1824.34,False,158.1435,5.847419,311.9906,297,1784710096.623171,25.49001639,51.45843198,9.3,1784710096432,51.61,1.0
35.0843,4.282006,29.782272,1827.48,False,150.2312,5.86141,311.7816,297,1784710097.0021527,25.49001639,51.45843198,9.3,1784710096432,51.61,1.0
35.09904,4.205524,29.88024,1829.05,False,147.6099,5.875498,311.3013,297,1784710097.3025198,25.49001639,51.45843198,9.3,1784710096432,51.61,1.0
35.05853,4.313797,29.978208,1832.19,False,151.2354,5.888976,311.122,298,1784710097.6213987,25.4900359,51.45851221,9.4,1784710097445,52.62,1.0
35.06261,4.283741,30.076176,1835.33,False,150.1991,5.900839,311.0287,298,1784710098.003838,25.4900359,51.45851221,9.4,1784710097445,52.62,1.0
35.10005,4.282824,30.076176,1836.9,False,150.3273,5.915006,310.5491,298,1784710098.242031,25.4900359,51.45851221,9.4,1784710097445,52.62,1.0
35.01414,4.444447,30.174144,1840.04,False,155.6185,5.929842,310.3017,299,1784710098.581914,25.49005035,51.45859105,9.5,1784710098457,53.63,1.0
35.12099,4.256397,30.272112,1843.18,False,149.4889,5.943124,310.1366,299,1784710098.9817069,25.49005035,51.45859105,9.5,1784710098457,53.63,1.0
35.07852,4.338789,30.37008,1846.32,False,152.1983,5.956134,309.9863,299,1784710099.2122817,25.49005035,51.45859105,9.5,1784710098457,53.63,1.0
35.05281,4.342585,30.468048,1847.89,False,152.2198,5.969798,309.5398,300,1784710099.541957,25.49004892,51.45866966,9.62,1784710099471,54.65,1.0
