station_shell_m,station_new_m,lat,lon,w_left_m,w_right_m,width_m,centerline_shift_m
1090.0,1086.5640025964542,25.491528415169288,51.451767834868285,4.0214285714285705,4.021428571428571,8.042857142857143,2.1214285714285714
1095.0,1091.7824664535078,25.49150572537217,51.45181330827348,4.046428571428571,3.725,7.77142857142857,2.525
1100.0,1096.9925072726762,25.49147836588273,51.45185544566007,4.246428571428572,3.253571428571429,7.5,2.753571428571429
1105.0,1102.1770654020622,25.491447710251983,51.45189439869384,3.7008928571428568,3.4205357142857142,7.121428571428571,2.8705357142857144
1110.0,1107.3292352380838,25.491414511134412,51.45193027580379,3.124107142857143,3.475892857142857,6.6,2.875892857142857
1115.0,1112.4477673788206,25.491379377271823,51.45196333015948,3.292857142857143,3.4196428571428568,6.7125,2.769642857142857
1120.0,1117.5332814394983,25.49134368909174,51.45199513650656,3.4125,3.4125,6.825,2.7125
1125.0,1122.5915912695916,25.491307803358744,51.45202623638912,3.46875,3.46875,6.9375,2.71875
1130.0,1127.6259911240363,25.491271616596904,51.45205651869048,3.525,3.5250000000000004,7.05,2.725
1135.0,1132.6377007696065,25.491235364705155,51.45208633069204,3.58125,3.5812500000000003,7.1625,2.73125
