#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
20,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1391.0,+49/-42,0.241,29.86,16.64,17.344,2879.46,0.598,✔️,0.0,False,GPU
21,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1387.0,+51/-43,0.224,30.22,17.33,17.525,1107.0,0.038,✔️,0.0,False,CPU
22,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1374.0,+40/-31,0.175,31.36,23.88,18.282,382.09,0.254,✔️,0.0,False,CPU
23,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1373.0,+45/-42,0.22,31.42,16.99,17.86,5.41,0.026,✔️,0.0,False,CPU
24,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1363.0,+46/-46,0.184,32.32,22.14,18.401,685.87,1.454,✔️,0.0,False,CPU
25,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1359.0,+49/-45,0.226,32.67,19.53,19.688,282.82,1.886,➖,0.0,False,GPU
26,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1350.0,+52/-36,0.174,33.49,18.27,18.671,4880.28,0.525,✔️,0.0,False,GPU
27,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [31.58% IMPUTED],1349.0,+77/-82,0.304,33.54,14.26,19.823,121.93,2.774,✔️,31.58,True,GPU
28,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [31.58% IMPUTED],1348.0,+85/-72,0.294,33.58,13.89,19.696,3009.72,20.842,✔️,31.58,True,GPU
29,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1348.0,+77/-75,0.222,33.58,18.45,18.771,4880.28,8.736,✔️,0.0,False,GPU
30,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1342.0,+62/-49,0.205,34.2,16.48,18.743,4941.98,41.595,✔️,0.0,False,GPU
31,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1340.0,+55/-56,0.224,34.34,21.54,19.41,1.2,0.067,➖,0.0,False,GPU
32,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1339.0,+42/-40,0.146,34.45,24.06,18.769,685.87,0.205,✔️,0.0,False,CPU
33,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1333.0,+50/-58,0.191,34.96,21.12,19.535,470.37,0.436,✔️,0.0,False,CPU
34,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1315.0,+46/-45,0.162,36.56,23.12,19.626,934.27,3.062,✔️,0.0,False,GPU
35,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1313.0,+50/-56,0.163,36.8,22.72,19.89,470.37,0.033,✔️,0.0,False,CPU
36,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1302.0,+54/-43,0.162,37.72,23.25,19.894,6.85,0.246,✔️,0.0,False,GPU
37,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1302.0,+36/-37,0.115,37.79,27.56,20.403,1499.05,0.15,✔️,0.0,False,CPU
38,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [31.58% IMPUTED],1300.0,+70/-76,0.23,37.92,16.48,21.325,3009.72,0.514,✔️,31.58,True,GPU
39,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1298.0,+42/-38,0.119,38.11,28.42,19.579,2389.47,2.157,✔️,0.0,False,CPU
40,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1290.0,+56/-66,0.181,38.88,15.46,21.191,13.7,2.033,➖,0.0,False,GPU
41,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1285.0,+40/-36,0.099,39.29,25.52,20.125,12597.42,70.851,✔️,0.0,False,GPU
42,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1278.0,+54/-53,0.118,39.91,24.82,20.952,934.27,0.169,✔️,0.0,False,GPU
43,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [31.58% IMPUTED],1276.0,+69/-72,0.215,40.1,18.39,21.88,3.37,0.315,✔️,31.58,True,GPU
44,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1276.0,+54/-63,0.137,40.13,24.09,21.035,1.86,0.035,✔️,0.0,False,CPU
45,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1268.0,+42/-38,0.083,40.82,30.06,21.075,1499.05,0.017,✔️,0.0,False,CPU
46,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1263.0,+62/-55,0.15,41.32,21.67,21.476,49.21,43.824,✔️,0.0,False,GPU
47,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1251.0,+60/-61,0.119,42.37,24.86,21.445,618.96,4.766,✔️,0.0,False,CPU
48,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1244.0,+40/-42,0.078,43.0,25.5,22.369,14.78,0.346,✔️,0.0,False,GPU
49,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1244.0,+42/-43,0.074,43.04,28.82,22.021,5.72,0.017,✔️,0.0,False,CPU
50,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1232.0,+37/-33,0.052,44.08,32.1,21.612,10.48,1.707,✔️,0.0,False,GPU
51,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1224.0,+48/-50,0.057,44.74,34.28,21.403,1.77,0.117,✔️,0.0,False,CPU
52,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1221.0,+46/-37,0.06,45.08,33.97,21.6,2389.47,0.152,✔️,0.0,False,CPU
53,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1209.0,+53/-48,0.069,46.15,30.95,22.411,286.48,0.764,✔️,0.0,False,CPU
54,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1188.0,+55/-59,0.052,47.96,30.93,23.172,618.96,0.298,✔️,0.0,False,CPU
55,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1184.0,+46/-39,0.048,48.28,39.79,22.348,1.79,0.12,✔️,0.0,False,CPU
56,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1181.0,+61/-60,0.07,48.55,29.23,23.468,323.8,0.743,✔️,0.0,False,CPU
57,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1180.0,+56/-53,0.061,48.6,28.77,23.378,286.48,0.073,✔️,0.0,False,CPU
58,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1148.0,+55/-54,0.045,51.38,33.33,24.678,262.93,64.506,✔️,0.0,False,GPU
59,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1147.0,+64/-59,0.049,51.44,27.98,24.247,323.8,0.076,✔️,0.0,False,CPU
60,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1134.0,+70/-89,0.125,52.49,15.47,26.493,29479.47,4.088,✔️,0.0,False,GPU
61,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1130.0,+68/-87,0.12,52.85,14.91,26.57,29479.47,18.315,✔️,0.0,False,GPU
62,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),1116.0,+58/-60,0.066,53.99,38.01,26.543,16.32,2.859,➖,0.0,False,GPU
63,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1090.0,+41/-51,0.008,55.99,42.24,25.728,6.83,0.147,✔️,0.0,False,CPU
64,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1063.0,+54/-60,0.024,58.0,44.32,31.195,187.03,0.955,✔️,0.0,False,CPU
65,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),1043.0,+67/-70,0.008,59.44,41.25,27.882,2.91,0.368,✔️,0.0,False,CPU
66,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),1039.0,+83/-85,0.042,59.77,40.69,32.613,252.6,0.528,✔️,0.0,False,CPU
67,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),1031.0,+80/-108,0.078,60.28,24.13,32.007,439.45,5.883,✔️,0.0,False,GPU
68,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1030.0,+54/-57,0.011,60.34,43.76,32.647,187.03,0.338,✔️,0.0,False,CPU
69,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),1025.0,+69/-89,0.023,60.67,39.97,30.412,139.88,3.615,✔️,0.0,False,CPU
70,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584),1014.0,+81/-90,0.044,61.42,40.99,31.853,1.11,0.189,➖,0.0,False,GPU
71,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),1013.0,+81/-85,0.026,61.48,43.05,33.276,252.6,0.089,✔️,0.0,False,CPU
72,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1006.0,+69/-89,0.018,61.93,53.67,31.059,3.61,0.938,✔️,0.0,False,GPU
73,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+57/-60,0.003,62.33,56.13,30.055,0.38,0.037,✔️,0.0,False,CPU
74,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),992.0,+71/-67,0.007,62.81,55.83,30.048,1.68,0.295,✔️,0.0,False,CPU
75,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),937.0,+79/-99,0.017,65.99,48.04,35.942,1.29,0.131,✔️,0.0,False,CPU
76,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),924.0,+61/-77,0.0,66.66,48.23,36.729,26.07,0.041,✔️,0.0,False,CPU
77,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),912.0,+81/-108,0.012,67.25,49.37,36.234,139.88,0.193,✔️,0.0,False,CPU
78,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),588.0,+97/-111,0.0,76.84,71.32,51.485,0.18,0.029,✔️,0.0,False,CPU
